num,nom,annee_naissance,annee_decès,profession
264187,Michel Isabelle,,,
264188,Pascale Yann,,,
264189,Pierre Loïc,,,
270774,Quenet Maurice,,,
62476,Etienne Gilbert,,,economiste
9162,Huan N. T.,,,
62119,F. S. E.,,,
402591,Hoare Michael ,1948.0,,fondateur
155545,Blociszewski Jacques,,,autre
414010,Räthzel Nora,,,
00018592,ISM-TI,,,
00018611,Hudon Raymond,,,
145778,Groud Hervé,,,autre
145779,Nemery Jean-Claude,,,conseiller
49427,Kindleberger Charles ,1910.0,2003.0,economiste
273530,Reinhard Marcel ,1899.0,1973.0,
176149,Bonnin Michel ,1949.0,,sociologue
176182,Dubreuil Léon,,,
9179,Sivignon Michel ,1936.0,,géographe
244710,Peyrouse Sébastien,,,chercheur
276704,Chase Jeanne,,,
256954,Mandelbaum Jonathan,,,
29534,Romano Ruggiero ,1923.0,2002.0,historien
58323,Marquet Jean-Claude ,1940.0,,archéologue
220601,Verjux Christian,,,historien
282500,Goody Jack ,1919.0,2015.0,professeur
3488,SPAAN Ernst,,,autre
226329,Husson Laurence ,1960.0,,historien
249245,Sicsic Michaël,,,
201730,Bachellery Édouard ,1907.0,1988.0,directeur
274484,Bonin Hubert ,1950.0,,historien
295879,Abiyeva Karlygash,,,
268456,Bernard Eric ,1969.0,,
280293,Rivière Jean ,1878.0,1946.0,théologue
00018861,Barbeau Victor,,,
68501,Bourcier de Carbon Philippe,,,fondateur
61130,Nguyen Tinh Nghia,,,
849939,Gricourt A.,,,
00018931,Racine Luc,,,
00018941,Morin Edgar,,,
76827,Gariel Maurice ,1884.0,1960.0,
158868,Pellegrini Patricia ,1962.0,,archéologue
193754,Schoors Koen,,,
193770,Quilez Jean-Christophe,,,
279466,Riché Pierre ,1921.0,2019.0,historien
242863,Gentelle Pierre ,1933.0,2010.0,géographe
849941,Simonnot E.,,,
166401,Warolin Christian ,1921.0,,autre
210979,Latouche Robert ,1881.0,1973.0,historien
212888,Léon Jacqueline,,,
166139,Fabre Hélène,,,
32854,Henri Victor ,1872.0,1940.0,philosophe
29880,Lombard Maurice ,1904.0,1965.0,historien
402951,Madaoui Mohamed,,,
281867,Gayraud Régis ,1959.0,,autre
212176,Bergamasco Lucia ,1947.0,,autre
30078,Gillet Marcel ,1922.0,1996.0,historien
62424,Boissay Frédéric ,1971.0,,
62426,Malgrange Pierre,,,economiste
00019211,Brigot André,,,
259726,Filippini Jean-Pierre ,1942.0,,
237445,Allard Patrick,,,
280292,Andrieu Michel ,1886.0,1956.0,historien
155985,Clerc Lucien,,,
34842,Du Castel Viviane,,,
274793,Picavet François ,1851.0,1921.0,historien
827458,Philippe Jean,,,
247657,Laplace Marcelle ,1945.0,,autre
77313,Diaz Olvera Lourdes,,,
200564,Le Nir M.,,,
77314,Plat Didier,,,
200566,Raux Ch.,,,
705234,Boria Edoardo,,,géographe
31793,Lambert Denis-Clair ,1932.0,,
00019391,Côté Marguerite-Michelle,,,
230750,Cheynet Jean-Claude ,1947.0,,professeur
168468,Naert Émilienne ,,2001.0,philosophe
395635,Neveu Catherine,,,
236245,Guoyang Shao,,,
401478,Martin Marcienne ,1946.0,,autre
399109,Viers Georges ,1910.0,1998.0,géographe
370970,Michaud Claude ,1938.0,,professeur
34334,Tristram Frédéric,,,
00019541,Laux Jeanne Kirk,,,
00019551,Paquet Martin,,,
33398,Chaline Claude ,1929.0,,géographe
00019581,Atlan Henri,,,
204641,Galmiche Xavier ,1963.0,,professeur
61434,Angenot Marc ,1941.0,,professeur
00019621,de Gourcy Constance,,,
270836,Napoli Claudia,,,
47463,Osusky Stefan ,1889.0,1974.0,professeur
215582,Savary Gilles,,,
67314,Widmann M.,,,
238274,Amat Françoise,,,
81057,Viney Xavier,,,
271246,de Gaudemar Cécile,,,
238958,Gensbittel Michel-Henri,,,
5407,Nicoletti Giuseppe,,,
25977,Oliveira-Martins Joaquim,,,
210247,Zagamé Paul,,,
47467,Reinhardt Jerzy,,,
385856,Lahouati Gérard ,1948.0,,professeur
370963,Luna Marie-Françoise,,,professeur
76130,Lututala Mumpasi B.,,,
00019721,Deschênes Jean-Paul,,,
653803,Pilant Paul,,,
149033,Hermitte Marie-Angèle ,1948.0,,juriste
293959,Noille Christine,,,autre
402458,Barrère de Vieuzac Bertrand ,1755.0,1841.0,conseiller
261305,Gardelles Jacques ,1920.0,1994.0,historien
260901,Garzonio Stefano ,1952.0,,
74241,Poutrin,,,
58929,Crespin Guy,,,
176669,Muyard Frank,,,
00019841,Lavoie Suzanne,,,
363988,Houriez Elisabeth,,,
614623,Demers François ,1943.0,,
82762,Apostolidès,,,
408790,Green Nancy L. ,1951.0,,chercheur
275295,Garden Maurice ,1935.0,,professeur
227118,Becquet Jean ,1917.0,2003.0,historien
389142,Dienot Josy,,,
00019961,Aimar Thierry,,,
230459,Humbert Marc ,1947.0,,economiste
58873,Carrière Daniel,,,
214077,Valensi Maurice,,,
237456,Balmaseda Manuel,,,
237457,Nieto Elena,,,
53092,Lepaulle Pierre ,1893.0,1979.0,autre
00020031,Touscoz Jean,,,
268513,Gastaut Yvan ,1965.0,,chercheur
201160,Isambert François-André ,1924.0,2017.0,sociologue
285198,Dodin André ,1911.0,1996.0,
1343,Lipschitz Joachim,,,
386568,Verpeaux Jean ,1923.0,1965.0,historien
216877,Bouvier Eugène Louis ,1856.0,1944.0,professeur
296868,Trélat Philippe ,1977.0,,
47220,Schlögel Karl ,1948.0,,professeur
00020182,Frankfurter Allgemeine Zeitung,,,
174462,Tonnelat Ernest ,1877.0,1948.0,professeur
294087,Bretesche Thibault,,,
370767,Trousson Raymond,,,
167478,Soriano Marc ,1918.0,1994.0,philosophe
199079,Hautecler Georges,,,
6638,Gentil Dominique ,1941.0,,autre
00020271,Duchesne Raymond,,,
227891,Wilcox Nathaniel T.,,,
149571,Hirtt Nico ,1954.0,,
195843,Brossollet Jacqueline ,1926.0,1999.0,historien
645213,Gros Edgard,,,
273637,Goukowsky Paul ,1938.0,,professeur
00020361,Dumoulin André,,,
268801,Bertaud Jean-Paul ,1935.0,2015.0,professeur
370984,Moureau François,,,
4458,Fricke Thomas,,,
388659,Filippini Célia,,,professeur
388660,Telesinski Anne-Marie ,1983.0,,
402998,Lévy Alexandre,,,
14847,Cardo B.,,,
00020461,Perras Sylvie,,,
280689,Dubois Jacques ,1933.0,,sociologue
235964,Deshayes Jean ,1924.0,1979.0,archéologue
24675,Coussy Jean,,,autre
00020511,Llambías-Wolff Jaime,,,
250940,Hochkofler Gianni,,,
250597,Scariati Renato,,,autre
259293,Cantier Jacques ,1967.0,,professeur
00020541,La rédaction de Politique Étrangère,,,
00020551,Frégault Guy,,,
00020561,Morin Edgar,,,
401059,Dubois de Crancé Edmond Louis ,1747.0,1814.0,conseiller
00020601,Dumoulin André,,,
62208,Dufoix Stéphane ,1970.0,,sociologue
253871,Mauro Frédéric ,1921.0,2001.0,historien
00020631,Mayer Jean,,,
00020641,Havugimana Firmin,,,
396447,Battiau Michel,,,géographe
256680,Becker Jean-Jacques ,1928.0,,directeur
75865,Boyer Pascal,,,
271517,Portis Larry ,1943.0,,historien
233914,Passevant Christiane,,,historien
00020701,Wihtol de Wenden Catherine,,,
00020702,Badie Bertrand,,,
00020711,Fernandez Fabrice,,,
207400,Noomen Wilhelm,,,
798413,Arvert Franck d,1855.0,1890.0,
849026,R.,,,
385859,Duprat Annie ,1948.0,,professeur
285935,Ratzinger J. ,1927.0,,autre
254884,Winling Raymond,,,théologue
36823,Bergin Joseph ,1948.0,,professeur
235115,Chisholm Lynne,,,
392534,Ryser Judith,,,
287597,Carmagnat Fanny,,,autre
63221,Palmer Michael ,1946.0,,
206323,Heinderyckx François,,,journaliste
5823,Cubertafond Alain,,,autre
270986,Cohen-Tanugi Laurent ,1957.0,,juriste
82537,Lopez Garcia Bernabe ,1947.0,,historien
65193,Riou Stéphane,,,
47663,Boyer Robert ,1943.0,,chercheur
193963,Dupront Alphonse ,1905.0,1990.0,géographe
180485,Bazin Anne ,1967.0,,autre
180158,Perron Catherine ,1971.0,,autre
194985,Engoian Aida,,,
145421,Musso Pierre ,1950.0,,
65498,Schnapper Dominique ,1934.0,,sociologue
76139,Chrissantaki P.,,,
3082,Kuiper Erwin,,,
50083,CANTLEY Mark,,,
54151,SARGEANT Ken,,,
48829,Pernot Jean-Marie,,,
281516,Miaille Michel ,1941.0,,directeur
31033,Dubois Vincent ,1966.0,,sociologue
27891,Genieys William ,1963.0,,chercheur
161670,Montero José Perez ,1948.0,,juriste
66913,Torcal Mariano,,,
27821,Gunther Richard,,,
215585,Ruffat Jean,,,
259814,Oberdorff Henri ,1947.0,,professeur
181098,Cullus Philippe,,,
181274,Tollebeek Jo ,1960.0,,historien
256911,De Bertier De Sauvigny Guillaume ,1912.0,,professeur
288026,Tharun E. ,1941.0,,
980,Kolupaila Steponas ,1892.0,1964.0,
162830,Lambert Yves ,1946.0,2006.0,ingénieur
177060,Baumer Max,,,
177061,Jacobsen Hans-Dieter,,,
48793,Dunajewski Henryk,,,
280532,Lefèvre Pascal,,,
148050,Boy Laurence ,1947.0,2013.0,economiste
24502,Blondel Danièle ,1935.0,,economiste
178207,Rousselet Kathy,,,autre
289907,Romi Raphaël ,1954.0,,professeur
386334,Çakir Ruşen,,,journaliste
218596,Martin Claude ,1955.0,,
72411,Lombard,,,
223073,Costa Olivier ,1969.0,,professeur
141253,Affuzi Pierre,,,
25986,PAGE Jean-Pierre ,1935.0,,economiste
370993,Lecercle Jean-Louis ,1913.0,2001.0,professeur
387004,Beauvois Daniel,,,
33074,Maître Jacques ,1925.0,2013.0,sociologue
38288,Hamès Constant,,,chercheur
179552,Andezian Sossie,,,anthropologue
394791,Brisebarre Anne-Marie,,,anthropologue
264829,Gokalp Altan ,1942.0,2010.0,anthropologue
213702,Kuczynski Liliane ,1948.0,,anthropologue
30210,Fuà Giorgio ,1919.0,,economiste
283305,Wolff Philippe ,1913.0,2001.0,géographe
29427,Ruffié Jacques ,1921.0,2004.0,anthropologue
49681,Bernard Jean ,1907.0,2006.0,médecin
361425,Vimard Philippe,,,
203978,Sigaut François ,1940.0,2012.0,ingénieur
80101,Neveux Jean-Baptiste ,1923.0,,
168298,Wall W.,,,
6151,Desaunais A. ,,1960.0,
288256,Lebeau,,,
221533,Aubenas Jacqueline ,1936.0,,
29371,Turnau Irena,,,historien
251105,Blanc Dominique ,1966.0,,
267561,Cribier Françoise,,,géographe
222710,Dieleman Frans ,1942.0,2005.0,géographe
265768,Corbel Jean ,1920.0,1970.0,géographe
257133,Chabot Georges ,1890.0,1975.0,géographe
223056,Besancenot Jean-Pierre ,1947.0,,
144200,Thumerelle J.,,,
266996,Boyer Jean-Claude ,1922.0,,
324246,Blanc André ,1922.0,1977.0,géographe
242477,Dresch Jean ,1905.0,1994.0,géographe
200361,Wilkin Alexis,,,chercheur
230688,Devroey Jean-Pierre ,1950.0,,historien
47881,Bauer Riccardo,,,
47574,D,,,
6697,Bout Pierre ,1906.0,1984.0,autre
77996,Frenzel B.,,,
52574,Calais-Auloy Jean ,1933.0,,professeur
33062,Reichlin Lucrezia ,1954.0,,
4711,Bailly Michèle,,,economiste
29048,De Boissieu Christian ,1947.0,,economiste
81648,Charpin Jean-Michel ,1949.0,,economiste
4714,Dessertine Jean-Paul,,,
4715,Lakits Etienne,,,
176543,Mink Georges ,1946.0,,fondateur
34853,PAGE Jean-Pierre ,1935.0,,economiste
29494,Sapir Jacques ,1954.0,,economiste
4534,Pisani-Ferry Jean ,1951.0,,economiste
00022021,Equipe MIMOSA,,,
181527,Lerais Frédéric,,,autre
46268,Delessy Henri,,,economiste
24595,Busson Frédéric,,,
3143,Barrell Ray,,,
3141,Bosi Paolo ,1942.0,,economiste
3142,Onofri Paolo,,,economiste
2267,Dupont Gaël,,,
49179,Latreille Thierry,,,
3140,Volz Joachim,,,
284338,Gambier Dominique ,1947.0,,conseiller
210442,Szpiro Daniel,,,economiste
268912,Vercoutere Claude,,,
282176,Thils Gustave ,1909.0,2000.0,théologue
10086,Coman Mihai,,,journaliste
195872,Cole Alistair ,1959.0,,professeur
195873,Palmer Rosanne,,,
32065,Bauchet Pierre ,1924.0,2015.0,professeur
210344,Bec Frédérique,,,
24996,Hairault Jean-Olivier,,,economiste
176205,Da Silva Araujo Carlos ,1894.0,1976.0,
78187,Philip André ,1902.0,1970.0,professeur
36117,Rose Adam,,,
262784,Broggio Céline,,,géographe
24734,Coudert Virginie,,,economiste
24385,Baulant Camille,,,economiste
279238,Guillou André ,1923.0,2013.0,historien
205260,Tchérémissinoff Katia,,,
204927,Marès Antoine ,1950.0,,historien
211997,Barberis Corrado ,1929.0,,sociologue
51880,Lepeuple Anne-Chantal,,,
418425,Mentz Olivier,,,
202994,Wattel Odile,,,professeur
52126,Guerrieri Sandro,,,
51380,Hochard Cécile,,,
48779,Boivin Jean-Pierre,,,
66851,Morlino Leonardo ,1947.0,,
26748,Damamme Dominique,,,professeur
143687,Lengagne Pascale ,1980.0,,
58833,Lagayette Philippe,,,autre
80936,Holcblat Norbert,,,
80656,Le Gléau Jean-Pierre,,,autre
266938,Pumain Denise ,1946.0,,géographe
222298,Clarke John,,,
214766,White Paul E. ,1950.0,,géographe
222904,Kesteloot Christian ,1953.0,,géographe
2644,Testu François ,1946.0,,professeur
212759,Humeau Jean-Baptiste ,1948.0,2017.0,géographe
221630,Revell Jack,,,
26293,Steinherr Alfred,,,economiste
5260,Gros Daniel,,,chercheur
230703,Collignon Stefan ,1951.0,,economiste
219704,Lagayette Philippe,,,
226785,Dubrœucq Paul-François,,,
259965,Ogg Jim,,,anthropologue
68837,Bonvalet Catherine ,1953.0,,autre
288421,Collombet Catherine,,,
225628,Davydoff Didier,,,
145645,Rüter C. F.,,,
164211,Altmann C.,,,
286807,Hassan Daniel,,,
216535,Sessin Thierry,,,
230296,Bollon Pierre,,,
233368,De Bondt Werner,,,
233369,Zurstrassen Patrick,,,
233370,Arzeni Arianna,,,
233372,Cornu Jérôme,,,
231471,Mathias Steffen,,,
219130,Raymond Robert,,,
229017,Jurgensen Philippe ,1944.0,,conseiller
237273,Glémain Pascal,,,chercheur
84348,Chaix Paul,,,
39666,Lange Eugénie,,,
40140,Ossorguine Tatiana ,1904.0,1995.0,professeur
154886,Chevalier Pierre-Ami,,,
156267,Robillard Serge,,,
241662,Gay François J. ,1922.0,2019.0,géographe
249714,Vandermeersch Léon ,1928.0,,directeur
253702,Person Yves ,1925.0,1982.0,
146755,Otte Marcel,,,professeur
77464,Patou-Mathis Marylène,,,autre
29840,Marchello-Nizia Christiane ,1941.0,,professeur
59647,Lett Didier ,1959.0,,professeur
140332,Beaussart François-Jérôme,,,autre
230428,Gally Michèle ,1955.0,,professeur
223029,Lafont Robert ,1923.0,2009.0,professeur
61701,Fiala Pierre,,,autre
62178,Richard-Zapella Jeannine,,,chercheur
63088,Schalchli Dominique ,1942.0,,autre
69677,Bourdon Jérôme ,1957.0,,historien
156018,Diez De Velasco Francisco,,,
36113,Hanning Hugh,,,
46611,Calleo David ,1934.0,,economiste
47350,Neal Mercedes,,,
47217,Perez Carlos Andrès,,,
47257,Davydov Youri,,,
46536,Tugendhat Christopher ,1937.0,,
149012,Rossetto Jean ,1947.0,2018.0,professeur
147691,Divac Öberg Marko,,,
177427,Talmon Stefan,,,juriste
00023041,Bach Daniel C.,,,
00023051,Kirschbaum Stanislav J.,,,
00023061,Leuprecht Peter,,,
00023071,Camu Pierre,,,
00023081,Grenier F.,,,
00023091,Soldatos Panayotis,,,
00023101,Coulon Jocelyn,,,
00023111,Brunet Manon,,,
00023121,Nadal François,,,
00023131,Bédard Roger-J.,,,
7034,Bossavy J.,,,
00023161,Dirlik André,,,
396184,Bruyelle Pierre ,1930.0,2002.0,géographe
396883,Merchez Evelyne,,,
351076,Blais Marie-Claude,,,autre
76693,Roebroeks Wil,,,autre
145905,Bosinski Gerhard ,1937.0,,historien
146521,Farizy Catherine ,1947.0,1997.0,chercheur
65047,Gamble Clive,,,archéologue
65049,Larsson Lars,,,
171373,Mussi Margherita,,,autre
65051,Praslov Nicolaï,,,
56953,Raposo Luis,,,
11879,Santonja Manuel,,,autre
146317,Tuffreau Alain ,1948.0,,géographe
175538,Breuil Henri ,1877.0,1961.0,historien
6673,Vignard Edmond,,,médecin
278567,Barrière Claude ,1924.0,,historien
57726,Anati ,1930.0,,archéologue
179292,Ramseyer Denis,,,archéologue
68592,Rychtarikova Jitka,,,
237693,Roussel Louis ,1921.0,2011.0,sociologue
276845,Ely Maïté ,1942.0,,
7661,Pavlík Zdenek,,,
46795,Péron-Doise Marianne,,,
46912,Bonnefond Isabelle,,,
47946,Richard Pierre,,,
180615,Neumayer Laure,,,autre
46810,Andréani Gilles,,,conseiller
2427,S. M.,,,
7788,Gokalp Catherine,,,
2502,Pressat Roland ,1923.0,2020.0,autre
253809,Plongeron Bernard ,1933.0,,historien
285613,Picardi Nicola ,1934.0,2016.0,
221751,Parisi Claudio,,,
53555,Tarzia Giuseppe ,1930.0,2005.0,juriste
587795,Hyman Richard ,1942.0,,economiste
619109,Vallat Jean-Philippe ,1973.0,,
30483,Centlivres-Demont Micheline,,,autre
46980,Soames,,,
34393,Goodhart Philip,,,
149073,Sucharipa Ernst ,1947.0,2005.0,
149075,Kofler Birgit,,,
58785,Patte Etienne ,1891.0,1987.0,historien
46186,Harasty Hélène,,,
00023761,Leonard Evelyne,,,
00023771,Laville Jean-Louis,,,
00023781,MILES Robert,,,
282982,Jessenne Jean-Pierre ,1949.0,,professeur
174990,Joulin Léon ,1838.0,1928.0,ingénieur
142015,Bosch-Gimpera Pedro ,1891.0,1974.0,archéologue
6650,Nougier Louis-René ,1912.0,1995.0,géographe
254883,Wackenheim Charles,,,théologue
370943,Pollack Herman,,,
331154,MARTIN Philippe,,,
299839,Jessua Claude,,,
246175,Bailly Antoine-S. ,1944.0,,géographe
220364,Beaujouan Guy ,1925.0,2007.0,paléographe
253382,Grignon Michel,,,
201548,Baudelle Guy ,1961.0,,géographe
79887,Maas Walther ,1901.0,1976.0,
31113,Schnerb Robert ,1900.0,1962.0,géographe
27731,Bréchon Pierre ,1947.0,,chercheur
235111,Roudet Bernard ,1955.0,2013.0,sociologue
235104,Bier Bernard,,,autre
149176,Manin Aleth ,1938.0,,professeur
391946,Cavelier Claude ,1932.0,,
257146,Blache Jules ,1893.0,1970.0,professeur
291491,Kiss Alexandre Charles ,1925.0,2007.0,conseiller
175208,Dumont Albert ,1842.0,1884.0,
141249,Birot Marie-Madeleine,,,
75475,Briend Anne-Marie ,1935.0,,ingénieur
41710,Arnaud Georges ,1885.0,1927.0,
1134,Jouffroy Louis-Maurice ,1899.0,,
284945,Smith Andy ,1963.0,,autre
177891,Guerreau-Jalabert Anita,,,autre
27064,Bayart Jean-François ,1950.0,,directeur
11594,Beylin Marek ,1957.0,,
142771,Michel Karolina ,1958.0,,
63193,Michel Patrick ,1955.0,,sociologue
60163,Gruson Claude ,1910.0,2000.0,economiste
166634,Maury Jacques,,,
166163,Geense Adrian,,,
35866,Smart I.M.H.,,,
256740,Escaro Alain,,,
46442,Aurillac Michel,,,
177334,Kirk Laux Jeanne,,,
47513,Mattei Enrico ,1906.0,1962.0,fondateur
48119,Lange Oscar,,,
193666,Facon Isabelle ,1969.0,,autre
46496,Janning Josef,,,
46467,Weidenfeld Werner ,1947.0,,professeur
46592,Gnesotto Nicole,,,conseiller
46577,Bangemann Martin,,,economiste
52789,Ferrand Frédérique ,1960.0,,professeur
49187,Rousseau Dominique,,,
660572,Kieffer Jean-Jacques ,1856.0,1925.0,autre
333674,Martin Claude ,1955.0,,
351263,Terray Emmanuel ,1935.0,,anthropologue
659434,Boussinesq Jean,,,sociologue
234747,Ruby Christian ,1950.0,,philosophe
254191,Berstein Serge ,1934.0,,professeur
656554,Rubio Llorente Francisco ,1930.0,2016.0,juriste
656775,Pena-Gaïa Annabelle,,,
656749,Tremeau Jérôme ,1967.0,,economiste
399843,Le bot Olivier ,1979.0,,professeur
234959,Cesari Jocelyne,,,chercheur
00024561,Zima Amélie,,,
408947,Six Micheline,,,
403321,Malanda Ange-Séverin ,1957.0,,philosophe
154884,Goledzinowski F.,,,
66220,Grémy Jean-Paul,,,professeur
403968,Brignone Annie,,,autre
254572,Charlemagne Jacqueline,,,
213947,Boudet Jean-François,,,
403999,Charef Mohammed,,,
404027,Delouvin Patrick,,,
408684,Monfort Pierre,,,
408685,Teule Catherine,,,autre
402787,Bourgoint Julie,,,
402789,Salvioni Elisabetta,,,
446269,Jarrige Jean ,1904.0,1975.0,
268371,Arkoun Mohammed ,1928.0,2010.0,professeur
140298,Geary Patrick ,1948.0,,professeur
68304,Ypey Jaap ,1916.0,1986.0,
250836,Guey Julien ,1910.0,1993.0,historien
279269,Niederhauser Emil ,1923.0,,
248582,Marcadon Jacques,,,géographe
213032,Flatrès Huguette,,,
244977,Limouzin Pierre,,,professeur
839845,Barbe Frédéric,,,
704881,Lévêque Jean,,,
649240,Sauer Fernand,,,
160994,Lacchè Luigi,,,
726904,Hornus Jean-Michel,,,
239038,Gallet Yves ,1970.0,,autre
56661,Lienhard Marc ,1935.0,,théologue
852646,Corthiade Marcel,,,
298606,Vaniscotte Francine,,,chercheur
160433,Kocój Henryk ,1931.0,,historien
00024981,Fendler Ute,,,
255404,Émerit Marcel ,1899.0,1985.0,historien
71473,Fornel Michel de,,,directeur
00025011,Katz Michel,,,
46476,Wild Gérard,,,economiste
178350,Dutrait Noël ,1951.0,,professeur
245732,Giraudet Vincent ,1979.0,,
81649,Poret Pierre,,,
274592,Daix David-Artur,,,
247350,Payen Pascal,,,autre
385843,Aleksić Branko ,1951.0,,autre
29794,Michaud Claude ,1938.0,,professeur
268084,Ciceri Marie-France,,,
69388,Franck Cécile,,,
27022,Joana Jean ,1968.0,,chercheur
66826,Maffre Philippe ,1951.0,,ingénieur
66880,Réau Marion,,,
69456,Rodriguez J.,,,
66919,Valarié Pierre,,,
32033,Moreno José,,,
298607,Zay Danielle,,,
265621,Gottmann Jean ,1915.0,1994.0,géographe
240649,Deshayes Élisabeth,,,
240650,Grolière Catherine,,,
244296,Tissot Françoise,,,
77918,Michaux J.,,,
73755,Guérin Claude ,1939.0,,autre
76962,Mourer-Chauvire Cécile,,,
77921,Ballesio R. ,1933.0,,autre
262612,Faure Martine,,,
76880,Debard Evelyne ,1947.0,,
278995,Weber Philippe ,1939.0,,
00025251,Helly Denise,,,
275893,Rodriguez Christine ,1961.0,,professeur
83630,Cambon Jacqueline,,,
29602,Pfister Christian ,1949.0,,professeur
298754,Guerreau Alain,,,historien
37997,FRANÇOIS Nathalie,,,
144839,Lévy-Schneider Léon,,,
168058,Najar A.,,,
259486,Pétré-Grenouilleau Olivier ,1962.0,,professeur
273362,Cherel Albert ,1880.0,1962.0,professeur
275431,Audiat Jean ,1903.0,1991.0,professeur
75597,Gabas Jean-Jacques ,1952.0,,economiste
276984,Pingaud Marie-Claude,,,anthropologue
36539,Gazier Georges ,1875.0,1951.0,paléographe
246365,Nouvel Kevin,,,
auteur_pomap_900,Kessler Marie-Christine ,1940.0,,autre
263700,Zembri Pierre ,1967.0,,géographe
200115,Bernard Bruno ,1955.0,,philosophe
150920,Feltz Bernard ,1953.0,,
199111,Juden Brian,,,autre
265984,Durand Robert ,1936.0,,professeur
1811,Blaschke Jochen,,,autre
209335,Obadia Lionel ,1967.0,,anthropologue
177478,Leneman Benjamin ,1956.0,,
147403,Fauvelle-Aymar François-Xavier ,1968.0,,philosophe
142868,Lejeune Charles,,,
339633,Leeman-Bouix Danielle,,,autre
231316,Gillard Xavier ,1977.0,,
159722,Sénac Philippe,,,professeur
241734,Meynier Yvonne ,1908.0,1995.0,
195081,Dhondt Jean ,1915.0,1972.0,historien
00025691,Trottier Claude,,,
00025731,Chassé Hélène,,,
49003,Danchin Antoine,,,
394459,Prum Michel,,,
00025761,Duhaime Louis-Philippe,,,
414943,Barnave Antoine ,1761.0,1793.0,autre
650670,Anthoine François-Paul ,1758.0,1793.0,
277283,Dussaud René ,1868.0,1958.0,anthropologue
00025791,Trépanier Anne,,,
278395,Hovanessian Martine ,1953.0,2019.0,anthropologue
275423,Courcelle Pierre ,1912.0,1980.0,paléographe
276565,Franchet d,,,
397140,Platelle Henri ,1921.0,2011.0,
00025861,Fabre Gérard,,,
00025871,Cornevin Robert,,,
145788,Lebreton Gilles,,,
00025891,Douyon Emerson,,,
837597,Bigot Charles ,1840.0,1893.0,
210281,Gemayel Joseph,,,
296993,Gicquel Alain-Claude ,1959.0,,autre
399155,Mérenne-Schoumaker Bernadette,,,géographe
66805,Jourda Marie-Thérèse,,,ingénieur
244950,Nonn Henri ,1929.0,2017.0,géographe
230071,Milelli Christian,,,ingénieur
705017,Kellerman Aharon ,1945.0,,géographe
30673,Asseo Henriette ,1947.0,,professeur
214767,Stomma Ludwik ,1950.0,,sociologue
230852,Callerot Françoise,,,autre
179360,Hebding Rémy,,,autre
31687,Weil Patrick ,1956.0,,conseiller
00026061,Anspach Mark R.,,,
235530,Lemonnier Henry ,1842.0,1936.0,géographe
848671,Bérenger Henry ,1867.0,1952.0,
36029,Maresca John ,1937.0,,autre
47255,Allison Graham ,1940.0,,directeur
47678,Carnesale Albert,,,autre
47083,Nye Joseph ,1937.0,,autre
31833,Mossé Eliane,,,professeur
234918,Cohen Danielle,,,
00026131,Parant Marc,,,
204418,Berelowitch Wladimir,,,directeur
246732,Verdière Raoul,,,
387050,Panneckoucke Stephane,,,
275287,Montandon Raoul ,1877.0,1950.0,archéologue
281858,Aguibetov Christina,,,
253648,Brocheux Pierre,,,autre
00026251,Préfontaine Yves,,,
283031,Stuckenschmidt Hans Heinz ,1901.0,1988.0,autre
140735,Vaussard Maurice ,1888.0,1978.0,historien
32897,MARTINIELLO Marco ,1960.0,,sociologue
413995,Bade Klaus J. ,1944.0,,chercheur
00026302,ISM-TI,,,
144979,Lavaquery Eugène,,,
242221,Bethemont Jacques ,1928.0,2017.0,géographe
00026361,Blanchet Alain,,,
263896,Dobruszkes Frédéric,,,chercheur
228737,Chambert-Loir Henri ,1945.0,,autre
82118,Néré Jacques ,1917.0,2000.0,professeur
00026421,La rédaction de Politique Étrangère,,,
230806,Guyonvarc,,,
64535,Monnier Raymonde,,,historien
386309,Brunel Françoise ,1948.0,,professeur
00026453,IHRF - Institut d'histoire de la Révolution française,,,
48556,Chardonnet Jean ,1914.0,1996.0,géographe
26853,Scharpf Fritz ,1935.0,,directeur
255621,Thomas Louis-Vincent ,1922.0,1994.0,anthropologue
00026511,Muena Muanza Ntumba,,,
250830,de Senarclens Jean,,,historien
235241,Pottier Edmond ,1855.0,1934.0,archéologue
174876,Levasseur Émile ,1828.0,1911.0,géographe
12271,Cagnat René Louis Victor ,1852.0,1937.0,archéologue
245240,Durrieu Paul ,1855.0,1925.0,historien
236184,Mazauric Claude ,1932.0,,professeur
255403,Brunschwig Henri ,1904.0,1989.0,historien
165763,Azria Régine ,1948.0,2016.0,sociologue
51707,Chaubet François,,,professeur
00026581,Martin Camille,,,
00026591,Grenier Fernand,,,
146055,Poulin Joseph-Claude ,1943.0,,professeur
848738,Creuzé-Dufresne Michel-Pascal ,1736.0,1804.0,
00026643,IHRF - Institut d'histoire de la Révolution française,,,
251182,Levillain Philippe ,1940.0,,historien
38375,Birnstiel Eckart ,1947.0,,historien
00026681,Pilisi Paul,,,
41093,Brassac Christian ,1952.0,,autre
268401,Panzac Daniel ,1933.0,2012.0,historien
253864,Catala Michel,,,
00026761,Albera François,,,
1725,Pellegrino Adéla,,,professeur
403230,Bourrissoux Mathias ,1982.0,,
211987,Dumont René ,1904.0,2001.0,autre
163458,Chapelle J.-P.,,,
00026811,Cardinal Jean-Paul,,,
