num,nom,annee_naissance,annee_decès,profession
177627,Marer Paul,,,
176239,Mond Georges ,1921.0,,juriste
27331,Minard Philippe ,1961.0,,chercheur
295968,Cosquin Emmanuel ,1841.0,1919.0,autre
396675,Pietri Luce,,,
297556,Servet Pierre,,,
396359,Boyer Ferdinand ,1892.0,,historien
392847,Papadopoulos Ioannis,,,
386250,Vaner Semih ,1945.0,2008.0,autre
253437,Jeandidier Bruno,,,
157277,Mattei A. ,1817.0,1881.0,médecin
386644,Pannekoucke Stéphane ,1972.0,,professeur
385866,Vissière Jean-Louis,,,professeur
386582,Bonnet Jean-Claude,,,
274627,Vauchez André ,1938.0,,historien
47672,Collard Chantal,,,anthropologue
257629,Bussiere Eric ,1955.0,,professeur
195625,Von Hirschhausen Béatrice ,1965.0,,géographe
265871,Zrinscak Georgette,,,géographe
69516,Gruénais Marc-Éric,,,anthropologue
364275,Morel Alain,,,ingénieur
28661,Quiminal Catherine,,,anthropologue
29329,Vogler Bernard ,1935.0,,professeur
68591,Chauveau Sophie ,1969.0,,professeur
33403,Tillo Alekse,1839.0,1899.0,géographe
272387,Gœgg Egmond,,,
272385,Lagotala Henri ,1884.0,1954.0,
250613,Diem Aubrey,,,
80836,Accardo Jérôme,,,autre
80600,Saint-Pol Thibaut de ,1981.0,,sociologue
281598,Rousseaux Xavier,,,chercheur
248468,Gillissen Christophe,,,
206421,Lesure Michel,,,historien
284334,Barraqué Bernard ,1948.0,,ingénieur
29509,Rutenburg Victor ,1911.0,,historien
78231,Valoch Karel,,,historien
386846,Geraads Denis ,1951.0,,
29783,Lyons Martyn ,1946.0,,philosophe
82530,Blanchard Raphaël ,1857.0,1919.0,fondateur
181438,Vander Linden Herman ,1868.0,1956.0,historien
221723,Perroy Edouard ,1901.0,1974.0,historien
399515,Billy Pierre-Henri,,,autre
253994,Laroche Charles ,1907.0,1973.0,paléographe
181187,Mullett Margaret,,,
297763,Radet Georges ,1859.0,1941.0,professeur
241858,Vernière Yvonne,,,professeur
25849,Marczewski Jean ,1908.0,1990.0,professeur
296155,Vialle Catherine ,1972.0,,professeur
56480,Dalmais Irénée-Henri ,1914.0,,théologue
254637,Barbier Jean-Claude ,1947.0,,sociologue
24625,Caro Jean-Yves ,1944.0,,professeur
25176,Kopp Pierre ,1955.0,,economiste
48548,Falise Michel ,1931.0,2012.0,economiste
31834,Lepas Armand,,,
24332,Bellando Raphaëlle,,,
25312,Lavigne Anne,,,economiste
24717,David Thomas,,,economiste
25000,Goertz Gary,,,
26364,Zamagni Vera ,1943.0,,economiste
75243,Chevallier Agnès ,1950.0,,economiste
177264,Lemoine Françoise ,1948.0,,economiste
249441,Nayman Laurence,,,economiste
60176,Guichaoua André ,1948.0,,sociologue
399054,Mainguet Monique ,1937.0,,géographe
399056,Donnet Nadine,,,
15153,Kamara Laï,,,
228459,Bührer-Thierry Geneviève,,,autre
205248,Szturc Włodzimierz ,1959.0,,historien
51333,Drweski Bruno,,,historien
215707,Abdelmalek Ali Aït,,,
281328,Pollak Michaël ,1948.0,1992.0,
27039,Higley John,,,sociologue
84411,Pakulski Jan,,,
24336,Lancelot Alain ,1937.0,,conseiller
31518,Weill Pierre,,,
417871,Roland Martin ,1964.0,,historien
417872,Zajic Andreas ,1975.0,,
141335,Schmidt Vivien ,1949.0,,autre
24462,Boutillier Michel ,1955.0,,economiste
80577,Labye Agnès,,,
80993,Lagoutte Christine,,,
81532,Lévy Nathalie,,,
81109,Mpacko Priso Auguste,,,
81197,Oheix Valérie,,,
80910,Justeau Stéphane ,1971.0,,
80552,Séjourné Bruno,,,chercheur
25928,Mucchielli Jean-Louis ,1950.0,,professeur
81215,Puech Florence ,1976.0,,
157127,Guyomard Hervé ,1958.0,,economiste
227147,Gosar Anton,,,
225302,Zawos George,,,
210620,Montauban Jean Gabriel,,,chercheur
210355,Kenigswald Laurent,,,economiste
81434,Bouscharain Laurent,,,
271860,Head Keith,,,economiste
147651,Mayer Thierry ,1971.0,,conseiller
273867,Paulet Elisabeth ,1962.0,,chercheur
259776,Morgan Kimberly J.,,,
260067,Sobotka Tomáš ,1974.0,,
231342,de Pontbriand Gaël,,,
142571,Fijnaut C. ,1946.0,,
162553,de la Breteque-Maurel C.,,,
263234,Mazoyer Marcel,,,ingénieur
230188,Bellut Jacques ,1943.0,,historien
237182,Lequet-Slama Diane,,,
231365,Obolensky Ariane,,,
231739,Boutron Emmanuel,,,
233290,Gajewski Jean-François,,,
233291,Gresse Carole ,1970.0,,autre
232862,Labégorre Florence ,1972.0,,autre
231529,Leseur Alexia,,,
232346,Louche Céline,,,
232347,Lydenberg Steven,,,
232858,Cherbonnier Frédéric,,,
232859,Vandelanoite Séverine ,1975.0,,autre
268308,Stolwitzer Gertrude,,,autre
254352,Bertrand Claude-Jean ,,2007.0,professeur
149907,Cartou Louis,,,professeur
226402,Jaulin Dolores,,,
144663,Ringer Árpád,,,
268617,Mayaffre Damon ,1970.0,,chercheur
398514,Barbier Bernard ,1927.0,,géographe
268524,Dlala Habib ,1949.0,,géographe
418461,Bonnamour Stéphane ,1876.0,1945.0,
418313,Griot André,,,
404240,Tachet Henri,,,autre
24253,Mares Antoine,,,
49430,Langkau-Alex Ursula ,1937.0,,
179272,Stordeur Danielle ,1944.0,,
241585,Morrisson Cécile ,1940.0,,historien
52703,Debouzy Olivier ,1940.0,2010.0,
33866,Thibaud Paul ,1933.0,,
387641,Masseau Didier ,1942.0,,professeur
12079,Soulié Charles,,,sociologue
46740,O. R.,,,
47209,Blagovoline Sergei,,,
34245,Adrets André,,,
46349,Pelletreau Robert,,,
34515,Vinatier Jean ,1917.0,1998.0,historien
149684,Bricault Jean-Michel ,1969.0,,autre
00052221,Goergen Marc,,,
00052222,Brewster Chris,,,
00052223,Wood Geoffrey,,,
00052231,Lamoureux Diane,,,
00052241,Miller Roger,,,
00052251,Congar Richard,,,
00052261,Santos Alberto,,,
00052271,Gelin Evelyne,,,
00052281,Sens Allen G.,,,
00052291,Cornu Marie,,,
00052292,de Lamberterie Isabelle,,,
00052301,Segalen Martine,,,
00052311,Manzagol Claude,,,
00052321,Donin Nicolas,,,
00052331,Gandolfi Paola,,,
00052341,Bergeron Gérard,,,
00052351,Siotis Jean,,,
00052361,Ramel Frédéric,,,
00052362,David Charles-Philippe,,,
288204,Lavalette Daniel,,,
10072,Guillot Claude ,1944.0,,historien
155752,Labrousse Pierre ,1939.0,,fondateur
170754,Delporte Henri ,1920.0,2002.0,directeur
146633,Joussaume Roger ,1938.0,,directeur
9672,Selimkhanov I. R.,,,
7812,Maréchal Jean-René ,1903.0,1995.0,ingénieur
396188,Vaudois Jean,,,
57047,De Guibert-Lantoine Catherine,,,
6826,Garlot Elisabeth,,,
273731,Blum Alain ,1958.0,,chercheur
46548,Hilger Michael,,,
46280,Riedel Sabine,,,
234096,Schmid Dorothée,,,
2414,P. N.,,,
4919,Girard Alain ,1914.0,1996.0,conseiller
5906,G. G.,,,
6289,Guelaud-Leridon Françoise,,,autre
7176,Paillat Paul ,1920.0,2006.0,conseiller
5562,H. J.,,,
7667,P. H.,,,
218994,Vidal Christiane,,,géographe
227414,Condon Stéphanie ,1960.0,,géographe
240512,Simon Patrick ,1964.0,,chercheur
449430,Canchon Vincent,,,
296538,Mansau Andrée,,,professeur
268310,Castellan Georges ,1920.0,2014.0,professeur
35402,Slim Hadi,,,
53311,Ronzano Alain,,,autre
275219,Flandrin Jean-Louis ,1931.0,2001.0,
65107,Amiot Michel ,1933.0,,sociologue
257678,Ambroise-Rendu Anne-Claude,,,autre
53503,Soulas de Russel Dominique J.M.,,,
52774,Engels Ulfert,,,
53431,Stoyanovitch K.,,,
26722,Vernier Bernard ,1940.0,,anthropologue
232055,Joxe Alain ,1931.0,,fondateur
148196,Boisson de Chazournes Laurence ,1958.0,,autre
5409,Perraudin William,,,
61802,Pujol Thierry,,,
00053121,Rugraff Éric,,,
400820,Taamallah Khemaïs,,,
286245,Lehmann Karl,,,
286252,Tauber Nicole,,,
622801,Pinto Manuel,,,journaliste
392741,Snell-Hornby Mary,,,
66822,Loncle-Moriceau Patricia,,,autre
73552,Hambis Louis ,1906.0,1978.0,
229251,Morrisson Christian,,,professeur
169532,Raccah Pierre-Yves ,1953.0,,chercheur
591452,Van de Vijer Gertrudis,,,
254793,Luc Jean-Noël ,1950.0,,professeur
69752,Henriot-Van Zanten Agnès ,1957.0,,anthropologue
245480,Planchon Olivier,,,
30041,Hoszowski Stanislas,,,
30638,Baumgarten Joseph,,,professeur
9236,Renucci Janine,,,professeur
257143,Meynier André ,1901.0,1983.0,géographe
219055,Gieysztor Aleksander ,1916.0,1999.0,historien
151125,Bourgeois Lucien ,1943.0,,
166740,Revet Roland,,,
219394,Fasoli Gina ,1905.0,1992.0,historien
221722,Entz Géza ,1913.0,1993.0,historien
72129,Chervin Arthur ,1850.0,1921.0,fondateur
249976,Contamine Philippe ,1932.0,,professeur
236094,Miéville R.,,,
275259,Neveux Hugues ,1933.0,1998.0,historien
8100,Manoliu Florin,,,
47508,Kielmansegg J. A.,,,
47137,Laurent Annie,,,
48157,Maillard Paul,,,
399496,Laroche Charles ,1907.0,1973.0,paléographe
264649,Frémeaux Jacques ,1949.0,,professeur
253761,Saint-Martin Yves J. ,1922.0,2015.0,historien
253865,Santucci Robert ,1926.0,,historien
592675,Bouabdallah Safia ,1979.0,,
295712,Abensour Gérard ,1933.0,,autre
261133,Carayon Jacques ,1916.0,,professeur
158566,Thomas Jean-Paul ,1947.0,,journaliste
603376,Wolton Dominique ,1947.0,,directeur
665576,Pélabay Janie ,1974.0,,
441422,Coiffait H. ,1907.0,1989.0,
730365,Howard Leland Ossian ,1857.0,1950.0,autre
733843,Williams Fiona L.R.,,,autre
604353,Le Doaré Hélène,,,ingénieur
255783,Heinen Jacqueline ,1940.0,,sociologue
655284,Dzialocha Kazimierz,,,
403222,Sellin Laurence,,,
403958,Évin Claude ,1949.0,,autre
179416,Lauxerois Jean ,1948.0,,philosophe
248660,Nicod Jean ,1923.0,,géographe
397466,Gauchon Christophe ,1966.0,,
00054041,Bigo Didier,,,
656535,Weber Albrecht ,1945.0,,autre
403963,Manço Ural,,,sociologue
392788,Demorgon Jacques ,1929.0,,philosophe
44549,Haupt Heinz-Gerhard,,,
240088,Lequin Yves ,1935.0,,professeur
459209,Bertrand Henri ,1892.0,1978.0,
275103,Rieth Éric,,,directeur
823368,Cassagnau Olivier ,1975.0,,
800452,Sanderson Claire ,1968.0,,
43429,Gouesse Jean-Marie,,,
209226,Rieutort Laurent ,1965.0,,géographe
400927,Renard Jean ,1936.0,,géographe
207638,Gateaud Jean-Yves ,1949.0,,
264325,Robert Jean,,,
24659,Chambaz Christine,,,autre
236643,Roulleau-Berger Laurence ,1956.0,,sociologue
46553,Lehmann Jean-Pierre,,,
391872,Roux Francis ,1930.0,,directeur
239606,Mesqui Jean ,1952.0,,historien
795847,Benda Kalman,,,
161124,Faivre d,,,
148174,Malenovsky Jiri,,,
705903,Legrand Lucien ,1948.0,,professeur
721370,Touzé Jean-Marc,,,
296702,Boissau Pierre-Yves,,,professeur
397305,Petit-Renaud Gérard,,,
705937,Teodorescu Andreï,,,
800126,X.,,,
146422,Cassen Serge,,,historien
614454,Schmidt Günter R.,,,professeur
350760,Roblin Michel ,1910.0,1998.0,historien
164675,Cheng Anne ,1955.0,,philosophe
796246,Williams Heather ,1972.0,,
852847,Waysand Georges ,1941.0,,
78171,Veyret Yvette ,1943.0,,géographe
255227,Garry Gérald,,,autre
262073,Meschinet de Richemond Nancy ,1969.0,,géographe
268545,Troin Jean-François,,,géographe
400176,Monin Boris,,,
399059,Pailhé Joël ,1943.0,,géographe
77527,Valadas Bernard ,1943.0,2010.0,géographe
156488,Vergne Virginie ,1959.0,,
587136,Audibert Cédric,,,autre
276886,Goujon Bertrand ,1977.0,,autre
146181,Sidéra Isabelle ,1961.0,,historien
61826,Krikorian Nathalie,,,
267209,Picard Jean-Michel,,,professeur
234915,Prévost Gérard,,,
225481,Défourneaux Marcelin ,1912.0,1975.0,géographe
00054671,Lefebvre Stéphane,,,
11347,Gross Gaston ,1939.0,,directeur
735355,Cazier Jean-Philippe ,1966.0,,
250660,Débats Jean-Pierre,,,
47204,Sanberk Osdem,,,
797335,Rocchi Jean-Paul,,,
207448,Cheyronnaud Jacques,,,autre
238033,Hugon Alain,,,autre
63639,Didier Béatrice ,1935.0,,professeur
65632,Hänni Catherine,,,
152,Adamczewski Henri ,1929.0,2005.0,directeur
271208,Chevignard Bernard ,1947.0,,professeur
00054801,Poirier Pierre,,,
00054802,Payette Nicolas,,,
247821,Coste Laurent ,1961.0,,
196332,Lebrun Pierre ,1922.0,,directeur
58528,Séguy Jean ,1925.0,,sociologue
247195,Touwaide Alain ,1953.0,,historien
218039,Kesteman Nadia,,,
00054901,Thouez Jean-Pierre,,,
38557,Julia Dominique ,1940.0,,directeur
40305,Tonnerre Marie-Ange,,,
240353,Deffontaines Pierre ,1894.0,1978.0,géographe
155699,Mokaddem Hamid ,1959.0,,philosophe
219713,Pardee Scott,,,
46915,Walesa Lech ,1943.0,,fondateur
175558,Brunet de Presle Wladimir ,1809.0,1875.0,historien
155344,Seys Pascale ,1967.0,,philosophe
00055031,Pilisi Paul,,,
612650,Souto Alabarce Arturo,,,
00055071,Gilles Philippe,,,
00055072,Huchet Nicolas,,,
00055073,Gauvin Marie-Sophie,,,
00055091,Bélisle Marie,,,
223070,Montain Domenach Jacqueline ,1952.0,,professeur
25029,Henry Jérôme,,,ingénieur
30621,Belmont Nicole ,1931.0,,chercheur
173987,Fisera Joseph ,1912.0,2005.0,
386382,Himelfarb Hélène,,,autre
419432,Romanet Olivier de ,1859.0,1936.0,paléographe
606408,Puech Jules-Louis ,1879.0,1957.0,historien
243035,Cambrezy Luc ,1952.0,,géographe
180620,Granville Brigitte,,,
261200,Antier Daniel ,1969.0,,
273113,Miachon Coralie,,,
180150,Labbé Morgane ,1960.0,,chercheur
00055231,Siegwalt Gérard,,,
388677,Robin Anne,,,autre
216425,Larivée Annie ,1970.0,,philosophe
216384,Leduc Alexandra ,1974.0,,
220073,Holland Michael,,,
280212,Barberis Pierre ,1926.0,2014.0,historien
00055291,Keating Michael,,,
3350,PARINI Lorena,,,economiste
00055321,Kolboom Ingo,,,
288501,Fernandes Carla ,1967.0,,professeur
225729,Vayssière Pierre ,1937.0,,professeur
280665,Catach Nina ,1923.0,1997.0,autre
00055361,Roy Fernande,,,
00055362,Chalifoux Jean-Pierre,,,
00055363,Ledoux Suzanne,,,
159041,Godbout Jacques T. ,1939.0,,chercheur
397639,Cabanes Pierre ,1930.0,,archéologue
232827,Decary Raymond ,1891.0,1973.0,géographe
246565,Brutails Jean-Auguste ,1859.0,1926.0,historien
14896,Leboutet Lucie,,,autre
54726,Lavallée Léon,,,
174891,Ganshof François-Louis ,1895.0,1980.0,historien
199051,Bruneel Claude ,1943.0,,
214365,Dieutre François,,,
216502,Bellavoine Claude,,,
00055561,Bélanger Gérard,,,
00055571,Duquette Michel,,,
00055581,Simonis Yvan,,,
11105,Cosmao Vincent,,,fondateur
239310,Thomas Antoine ,1857.0,1935.0,paléographe
83133,Rochex Jean-Yves,,,autre
49413,Rabaud Etienne ,1868.0,1956.0,médecin
763139,Verrier Marie-Louise ,1904.0,,
265952,Ficheux Robert ,1898.0,2005.0,géographe
855952,Jacquemard-Faurens S.,,,
855954,Jacquemard A.,,,
843101,X.,,,
854996,Quénioux Gaston ,1864.0,1951.0,
849456,Baudrillard J.,,,
47728,Meyer Monique ,1934.0,,economiste
00055751,Holmberg Jan,,,
00055761,Déléas Josette,,,
00055771,Romer Jean-Christophe,,,
248273,Paré-Rey Pascale ,1976.0,,autre
256497,Nordman Daniel ,1940.0,,professeur
31525,Hautcœur Pierre-Cyrille ,1964.0,,economiste
174642,Quicherat Jules-Etienne ,1814.0,1882.0,historien
238222,Carnoy Albert ,1878.0,1961.0,professeur
448443,Penguilly Thomas,,,
266819,Chaix Paul,,,géographe
8815,De Saint-Jacob Pierre ,1906.0,1960.0,professeur
258836,Khouri Nicole,,,sociologue
57205,Mignot-Lefebvre Yvonne ,1944.0,,sociologue
51447,Jansen Sabine,,,historien
46318,Vernay Alain,,,
00055901,Artaud Denise,,,
277205,Tollet Daniel,,,autre
227923,Amin Samir ,1931.0,2018.0,economiste
271819,Bourrit Charles,,,
298758,Vendryes Joseph ,1875.0,1960.0,autre
289912,Huet André,,,
142295,Benveniste Émile ,1902.0,1976.0,professeur
175255,Deonna Waldemar ,1880.0,1959.0,archéologue
230270,Davis E. Philip ,1957.0,,economiste
65506,Gresle François ,1945.0,2012.0,
00056081,Detue Frédérik,,,
145422,Nègre Fabien,,,
266110,Veray Laurent,,,autre
275988,Legrand Marie-Dominique,,,
295306,Hasenohr Geneviève ,1942.0,,
397729,Andrian Josiane,,,
220705,Kuczynski Pedro-Pablo,,,
70174,Engel Frédéric ,1908.0,2002.0,archéologue
230823,Moly-Mariotti Florence,,,
161426,Guigoz Maurice,,,
408735,Pina-Guerassimoff Carine,,,chercheur
278804,Bonnet Emmanuel ,1973.0,,
251946,Piganiol André ,1883.0,1968.0,historien
228880,Münster Arno ,1942.0,,philosophe
203961,Battaini-Dragoni Gabriella,,,
834114,Thouvenot Manon ,1992.0,,
166605,Pannetier Gilles,,,géographe
248316,Godfroy Marie-France,,,
205348,Weisbein Nicolas ,1911.0,1994.0,professeur
56370,BARATAY Éric ,1960.0,,autre
9067,Hardouin-Fugier Elisabeth ,1931.0,,professeur
00056331,Haché Étienne,,,
226570,Cognard Françoise ,1973.0,,
245965,Houillon Vincent,,,
226583,Capron Catherine,,,
276995,Neven Muriel,,,autre
63534,Archambault Paul J.,,,
00056371,Schmidt di Friedberg Ottavia,,,
219057,Laffitte Sophie ,1905.0,1968.0,autre
46807,Simonet Henri,,,
3526,PÉCOUD Antoine,,,anthropologue
403396,Grange Mariette,,,
286450,Wells-Lassagne Shannon ,1972.0,,autre
222911,Vanneste Dominique,,,
262909,Thorez Pierre ,1946.0,,géographe
26695,Savonnet-Guyot Claudette,,,
00056461,Moine Caroline,,,
46785,Silz Edouard,,,
408999,Blum-Le Coat Jean-Yves ,1976.0,,sociologue
8573,Hamon Léo ,1908.0,1993.0,juriste
47111,Kennedy Paul ,1945.0,,autre
00056511,Bútora Martin,,,
00056512,Bútorová Zora,,,
175101,Gautier Léon ,1832.0,1897.0,paléographe
00056531,Cermakian Jean,,,
286023,Maraval Pierre ,1936.0,,directeur
00056571,Bourneuf Roland,,,
286844,Bourguinat Nicolas ,1966.0,,historien
140464,Halna-Klein Élisabeth,,,
201547,Jean Yves,,,
280697,Cabanès Jean-Louis,,,
659064,Wade R. H.,,,
398547,Bayet Jean ,1892.0,1969.0,directeur
30916,Donsbach Wolfgang ,1949.0,2015.0,professeur
25786,Worch Claudia,,,
00056671,Harvey Cynthia,,,
398495,Pariset François-Georges ,1904.0,1980.0,
690352,Gauthier Ursula,,,journaliste
690354,魏 Wei 京生 Jingsheng ,1950.0,,
12066,Garth Bryant,,,professeur
229887,Nobutaka Miura,,,
29505,Sachs Ignacy ,1927.0,,fondateur
248875,Martin Serge,,,
248876,Feyt Grégoire ,1959.0,,géographe
70422,Trinkaus Erik ,1948.0,,anthropologue
272628,Pinilla Beatriz,,,
651037,Bignot Gérard,,,professeur
158694,Dalla Bernardina Sergio ,1953.0,,anthropologue
278947,Domingues Dos Santos Manon,,,economiste
247171,Bercegol Fabienne ,1965.0,,professeur
288834,Leenhardt Jacques ,1942.0,,fondateur
47484,Vincent Louis-André,,,
25778,Matthys G.,,,
240676,Grjebine André,,,
84900,Loewenthal Rudolf,,,
67216,Wyczański Andrzej ,1924.0,2008.0,historien
447547,Bameul Franck,,,
824333,Grimaud Isabelle,,,
386257,Cicchini Marco,,,autre
172992,Ritucci Gina,,,
206763,Allard Jacques ,1939.0,,autre
387331,Graczyk Annette ,,1955.0,
387340,Landes Élisabeth,,,
00057011,Kwaterko Józef,,,
59890,Bellon Bertrand ,1945.0,,economiste
59889,Niosi Jorge ,1945.0,,
255774,Bastid-Bruguière Marianne ,1940.0,,géographe
763987,Compayré Gabriel ,1843.0,1913.0,
834156,Gardey de Soos Blandine,,,
80472,Piatier André ,1914.0,1991.0,professeur
00057091,Pioffet Marie-Christine,,,
70831,Hasboun Dominique,,,autre
70832,Chantôme Martine,,,
70833,Zouaoui Abderrezak,,,autre
70834,Sahel Mokrane,,,
70835,Baulac Michel,,,médecin
70836,Marsault Claude,,,médecin
201174,Duyme Michel,,,autre
70837,Dormont Didier,,,
162567,Platier A.,,,
241617,Rey Bernard ,1942.0,,autre
800371,Weill Louis,,,
281713,Peschanski Denis ,1954.0,,ingénieur
281718,Gourevitch Danielle ,1941.0,,médecin
197099,Rassart Marguerite ,1944.0,,archéologue
253689,Rash Yehoshua,,,
00057231,Duhaime Gérard,,,
00057241,Saul Samir,,,
278505,Ricard Robert ,1900.0,1984.0,historien
264762,Clapier-Valladon Simone,,,professeur
29635,Perrot Jean-Claude ,1928.0,,economiste
221328,Gispert Hélène,,,historien
659407,Audebert Maurice,,,philosophe
00057341,Niosi Jorge,,,
00057342,Bergeron Maryse,,,
00057343,Sawchuck Michèle,,,
229540,Souyri Pierre ,1925.0,1979.0,historien
295633,Baudin Rodolphe ,1974.0,,professeur
280330,Chamoux François ,1915.0,2007.0,professeur
247538,Bautier Robert-Henri ,1922.0,2010.0,paléographe
52405,Khalfoune Tahar,,,autre
726757,Ménégoz Fernand ,1873.0,1945.0,
852914,Matrajt Miguel,,,
158802,Kouba Anik,,,
143271,Rozoy Docteur,,,
243376,Courcelle Thibault,,,
24317,EECKAUTE-BARDERY Denise,,,professeur
587663,Crussol Emmanuel-Henri baron de ,1741.0,1818.0,autre
273543,Demarco Domenico ,1912.0,,historien
66527,Couderc Nicolas ,1978.0,,chercheur
3947,Martinez Nicole,,,
273516,Guillaume Pierre ,1933.0,2019.0,historien
266817,de Morsier Frank,,,
00057601,Gouin Jacques,,,
273523,Obermann Karl ,1905.0,1987.0,
280740,Kopp Robert ,1939.0,,sociologue
213787,Panafieu Jacques de ,1930.0,,
175618,Kapuscinski Ryszard ,1932.0,2007.0,journaliste
166262,Potocki Christophe,,,autre
398443,Dezert Bernard ,1925.0,,géographe
25973,Noyelle Henri,,,economiste
00057691,Chrestia Philippe,,,
00057701,Turcotte Martin,,,
458869,Lathion Stéphane,,,autre
32914,Dmitrieva Katia,,,autre
69470,Quang Po Dharma ,1948.0,,historien
147803,Sicilianos Linos-Alexandre ,1960.0,,autre
213120,Stahl Henri H. ,1901.0,1991.0,historien
00057821,Kattan Naïm,,,
214618,Durnerin J.,,,
159526,Heugas Pierre,,,professeur
204955,Melani Pascale,,,autre
207600,Cixous Hélène ,1937.0,,professeur
196549,Charles-Picard Gilbert ,1913.0,1998.0,archéologue
299607,Lavergne G. ,1884.0,1965.0,paléographe
255934,Dutil Léon ,1872.0,,
388187,Vogt J. ,1929.0,2005.0,autre
82524,Hyades,,,
211572,Dieterlen Germaine ,1903.0,1999.0,autre
203601,Dagen Georges,,,
27831,Nilson Sten,,,
24566,Copans Jean ,1942.0,,chercheur
156111,Denis Christian,,,
229810,Rossignol Christian,,,
609470,Guyon Léon,,,
175560,Brunot Ferdinand ,1860.0,1938.0,professeur
415221,Mezouane Rabah,,,autre
181510,Matt Mireille,,,
34337,Almeida-Topor Hélène ,1932.0,,historien
236591,Foronda François ,1971.0,,
255994,Huard Pierre ,1901.0,1983.0,médecin
248695,Fumaroli Marc ,1932.0,,directeur
269361,Delanoë Nelcya,,,professeur
194812,Peeters Marc,,,
224089,Hall Ray,,,
162895,Henry-Gambier Dominique,,,anthropologue
263485,Valladas Hélène,,,
166524,Tisnérat-Laborde Nadine ,1968.0,,
77493,Arnold Maurice,,,
166505,Bresson Frédérique,,,
273426,Legras Léon,,,professeur
44335,Wattel de Croisant Odile,,,
68508,Tabah Léon ,1923.0,,conseiller
253785,Dorigny Marcel,,,historien
11924,Casanova Pascale ,1959.0,2018.0,
295880,Cadot Michel ,1926.0,,professeur
272868,Piot Madeleine ,,2008.0,
728234,Kaké Ibrahima Baba ,1936.0,,historien
402988,Dacyl Janina W.,,,
00058342,ISM-TI,,,
140987,Ferraz De Macedo F. ,1845.0,1907.0,
219864,Akindes Françis,,,sociologue
282339,Paveau Marie-Anne,,,professeur
298476,Juillerat Bernard ,1937.0,2006.0,directeur
28450,Blum Françoise ,1957.0,,historien
143369,Salmon Paul,,,
156711,Guitard Eugène-Humbert,,,
00058451,Fortin Gérald,,,
00058461,Vier Jacques,,,
617274,Lesbre,,,
254755,Lewis P.S. ,1931.0,2014.0,autre
396641,Oudart Paul,,,géographe
615713,Bouchard Nathalie-Nicole,,,
249336,Denis Maurice,,,
143008,da Costa Ferreira A.,,,
163320,Wiet Gaston ,1887.0,1971.0,
853989,Changeur Anselme,,,
845580,Beurdeley Paul ,1842.0,1905.0,
848578,Baron Marie-Claude ,1945.0,2002.0,
00058593,IHRF Institut d'histoire de la Révolution française,,,
289349,Du Pontavice Emmanuel,,,economiste
43219,Rémond René ,1918.0,2007.0,historien
78282,Rörig Fritz ,1882.0,1952.0,historien
271669,Ollivier-Mellios Anne,,,autre
33415,De Montety Henri,,,
30584,Blanc Simone ,1932.0,,autre
59019,Colani Madeleine ,1866.0,1943.0,historien
193731,Benoit Madhu ,1947.0,,autre
267765,Besançon Jacques,,,
00058751,Le Vot André,,,
244946,Roux Michel ,1943.0,2009.0,géographe
00058771,Macleod Alex,,,
00058772,Voyer-Léger Catherine,,,
280590,López Amadeo ,1934.0,,philosophe
00058801,Behrman J. N.,,,
00058811,Cardinal Serge,,,
197425,Charpentier Marie-Claude,,,autre
197426,Pàmias Jordi,,,professeur
180617,Dorier Xavier,,,
255619,Chrétien Jean-Pierre ,1937.0,,professeur
55777,De La Vega Josette,,,
199027,Mingelgrün Albert,,,professeur
178005,Pacaut Marcel ,1920.0,2002.0,historien
174724,Paris Gaston ,1839.0,1903.0,professeur
365283,Meynier Albert,,,
75324,Eliade Mircea ,1907.0,1986.0,historien
43662,Heyberger Bernard ,1954.0,,directeur
204453,Boureau Alain ,1946.0,,
36801,BOINET Amédée ,1881.0,1965.0,historien
00059051,Cesa Yohann,,,
387182,Orr Myriam,,,
161510,Mathan Anne de ,1970.0,,autre
271630,Ciepka Janine,,,
401040,Duport Adrien Jean ,1759.0,1798.0,autre
401033,La Luzerne César Guillaume de ,1738.0,1821.0,autre
401546,La Rochefoucauld François Alexandre duc de la ,1747.0,1827.0,fondateur
402502,Gouy-d,1753.0,1794.0,
398372,Camus Armand Gaston ,1740.0,1804.0,fondateur
448007,Chastenay-Lanty Erard Louis Guy de ,1748.0,1830.0,autre
386706,Herrero Isabel,,,
386707,Vazquez Lydia,,,
00059141,Parenteau Ian,,,
30738,Bairoch Paul ,1930.0,1999.0,historien
350747,Méautis Georges ,1890.0,1970.0,archéologue
260543,Baubérot Jean ,1941.0,,sociologue
284174,Crépin Annie,,,professeur
00059241,Schwerdtner Karin,,,
155537,Thayse Jean-Luc ,1972.0,,philosophe
275294,Corvisier André ,1918.0,2014.0,historien
46738,Albrecht-Carrié René ,1904.0,,
47968,Poti Laszlo,,,
419561,Bitsch Jacques ,1928.0,,professeur
837618,Barbier Yvan,,,
394788,Langlois Claude ,1937.0,,historien
232762,Beaurain Nicole ,,,
178605,Boillot Jean-Joseph ,1956.0,,economiste
178606,Michelon Nicolas,,,economiste
00059331,Bergeron Patrick,,,
00059341,O'NEILL John,,,
247927,Rossi Paul,,,
832656,Charlot Marcel ,,1914.0,
147679,Ruzié David,,,professeur
275188,Estienne Pierre ,1923.0,1996.0,géographe
00059411,Lacasse Germain,,,
00059412,Picard Yves,,,
