mot,num_article,frequence
pay,2330,1
polit,2330,2
comm,2330,1
entre,2330,2
europ,2331,4
des,2331,2
plus,2331,2
tout,2331,1
europ,2332,5
pay,2332,2
europ,2333,6
des,2333,2
plus,2333,2
pay,2333,3
comm,2333,1
entre,2333,1
europ,2334,9
plus,2334,1
pay,2334,3
polit,2334,2
comm,2334,1
europ,2335,5
polit,2335,2
entre,2335,1
europ,2336,5
pay,2336,1
polit,2336,1
europ,2337,5
plus,2337,3
pay,2337,1
polit,2337,1
européen,2337,6
comm,2337,1
europ,2338,6
polit,2338,1
franc,2338,4
europ,2339,6
des,2339,1
polit,2339,1
franc,2339,1
européen,2339,2
comm,2339,1
europ,2340,5
des,2340,1
pay,2340,1
polit,2340,1
tout,2340,1
europ,2341,6
européen,2341,1
europ,2342,7
europ,2343,4
polit,2343,1
europ,2344,4
pay,2344,5
europ,2345,5
franc,2345,1
comm,2345,1
europ,2346,2
des,2346,2
franc,2346,2
europ,2347,4
pay,2347,4
europ,2348,4
pay,2348,1
polit,2348,1
franc,2348,1
europ,2349,6
pay,2349,2
europ,2350,3
pay,2350,1
europ,2351,9
pay,2351,1
entre,2351,2
europ,2352,3
pay,2352,4
européen,2352,1
europ,2353,4
pay,2353,1
polit,2353,1
européen,2353,1
europ,2354,4
des,2354,1
pay,2354,1
polit,2354,2
entre,2354,1
europ,2355,2
des,2355,2
européen,2355,1
europ,2356,5
europ,2357,4
pay,2357,1
franc,2357,1
europ,2358,7
europ,2359,4
franc,2359,1
européen,2359,1
europ,2360,5
européen,2360,1
europ,2361,5
europ,2362,4
plus,2362,1
pay,2362,1
europ,2363,4
franc,2363,2
europ,2364,1
des,2364,3
plus,2364,3
comm,2364,1
europ,2365,2
europ,2366,4
pay,2366,4
europ,2367,7
europ,2368,4
europ,2369,5
des,2369,1
plus,2369,1
pay,2369,1
européen,2369,1
europ,2370,4
plus,2370,1
polit,2370,2
europ,2371,6
européen,2371,1
tout,2371,1
europ,2372,5
plus,2372,1
tout,2372,1
europ,2373,5
polit,2373,1
franc,2373,1
europ,2374,1
des,2374,3
polit,2374,1
entre,2374,1
europ,2375,1
europ,2376,5
polit,2376,2
européen,2376,1
entre,2376,1
europ,2377,7
pay,2377,1
européen,2377,3
tout,2377,1
europ,2378,7
pay,2378,1
polit,2378,2
franc,2378,1
comm,2378,4
entre,2378,2
europ,2379,8
des,2379,1
européen,2379,1
europ,2380,4
plus,2380,2
europ,2381,2
europ,2382,4
plus,2382,1
franc,2382,1
europ,2383,3
des,2383,1
plus,2383,1
européen,2383,2
entre,2383,2
europ,2384,4
franc,2384,1
comm,2384,1
europ,2385,4
plus,2385,1
europ,2386,6
plus,2386,1
comm,2386,3
europ,2387,4
pay,2387,1
entre,2387,1
europ,2388,8
pay,2388,1
européen,2388,2
tout,2388,1
comm,2388,1
entre,2388,3
europ,2389,2
europ,2390,4
des,2390,2
plus,2390,1
europ,2391,5
pay,2391,2
franc,2391,1
comm,2391,1
europ,2392,3
europ,2393,2
entre,2393,1
europ,2394,4
europ,2395,5
plus,2395,2
europ,2396,5
des,2396,1
plus,2396,1
pay,2396,1
franc,2396,1
europ,2397,5
entre,2397,1
europ,2398,3
plus,2398,1
tout,2398,1
europ,2399,4
entre,2399,1
europ,2400,5
plus,2400,2
pay,2400,1
europ,2401,5
plus,2401,1
tout,2401,1
europ,2402,4
pay,2402,1
tout,2402,1
europ,2403,4
européen,2403,2
entre,2403,1
europ,2404,2
europ,2405,6
plus,2405,1
franc,2405,1
européen,2405,3
tout,2405,1
europ,2406,5
polit,2406,5
franc,2406,2
européen,2406,1
europ,2407,6
plus,2407,1
pay,2407,1
polit,2407,2
comm,2407,1
entre,2407,1
europ,2408,6
plus,2408,1
europ,2409,3
polit,2409,2
europ,2410,4
plus,2410,1
franc,2410,1
europ,2411,5
franc,2411,1
tout,2411,1
europ,2412,4
des,2412,2
polit,2412,1
tout,2412,1
entre,2412,1
europ,2413,4
plus,2413,1
pay,2413,2
tout,2413,1
europ,2414,2
des,2414,1
europ,2415,4
plus,2415,1
franc,2415,2
europ,2416,4
pay,2416,2
europ,2417,6
comm,2417,1
europ,2418,4
plus,2418,2
tout,2418,1
comm,2418,1
europ,2419,4
plus,2419,1
comm,2419,1
europ,2420,4
polit,2420,3
franc,2420,1
europ,2421,4
plus,2421,1
comm,2421,2
europ,2422,4
polit,2422,1
européen,2422,1
europ,2423,5
plus,2423,1
européen,2423,4
comm,2423,2
europ,2424,1
des,2424,3
europ,2425,4
tout,2425,2
europ,2426,5
européen,2426,1
europ,2427,3
des,2427,1
plus,2427,1
polit,2427,1
européen,2427,1
tout,2427,1
entre,2427,2
europ,2428,5
pay,2428,3
polit,2428,2
franc,2428,1
européen,2428,1
tout,2428,1
comm,2428,2
entre,2428,1
europ,2429,4
plus,2429,1
polit,2429,1
europ,2430,5
polit,2430,1
comm,2430,1
europ,2431,4
plus,2431,1
polit,2431,2
entre,2431,1
europ,2432,3
des,2432,1
polit,2432,1
europ,2433,3
des,2433,2
polit,2433,1
tout,2433,1
europ,2434,6
des,2434,1
plus,2434,1
polit,2434,1
franc,2434,1
entre,2434,3
europ,2435,3
des,2435,3
pay,2435,2
européen,2435,1
comm,2435,2
europ,2436,5
des,2436,2
pay,2436,2
polit,2436,2
européen,2436,1
tout,2436,1
europ,2437,4
plus,2437,2
polit,2437,1
europ,2438,4
polit,2438,1
tout,2438,2
entre,2438,2
europ,2439,7
des,2439,3
pay,2439,1
polit,2439,1
franc,2439,5
entre,2439,1
europ,2440,4
polit,2440,3
europ,2441,6
plus,2441,1
europ,2442,4
des,2442,1
plus,2442,1
européen,2442,2
comm,2442,2
europ,2443,3
franc,2443,1
europ,2444,7
pay,2444,1
europ,2445,6
plus,2445,1
polit,2445,1
franc,2445,1
europ,2446,8
plus,2446,1
pay,2446,1
europ,2447,2
tout,2447,1
europ,2448,1
des,2448,3
comm,2448,1
europ,2449,7
pay,2449,2
polit,2449,1
comm,2449,1
entre,2449,2
europ,2450,1
des,2450,3
comm,2450,1
europ,2451,4
plus,2451,1
pay,2451,1
europ,2452,4
pay,2452,1
franc,2452,1
européen,2452,1
europ,2453,2
europ,2454,4
plus,2454,1
pay,2454,1
europ,2455,4
tout,2455,2
europ,2456,3
des,2456,3
plus,2456,2
pay,2456,1
polit,2456,1
franc,2456,1
européen,2456,1
europ,2457,6
des,2457,1
pay,2457,2
polit,2457,2
européen,2457,1
europ,2458,4
européen,2458,2
europ,2459,3
des,2459,3
europ,2460,4
européen,2460,3
europ,2461,4
des,2461,1
pay,2461,1
franc,2461,2
entre,2461,1
europ,2462,4
des,2462,1
plus,2462,2
polit,2462,2
franc,2462,1
entre,2462,1
europ,2463,1
des,2463,3
polit,2463,2
europ,2464,5
europ,2465,4
europ,2466,9
plus,2466,2
pay,2466,6
européen,2466,1
entre,2466,1
europ,2467,5
polit,2467,1
franc,2467,1
européen,2467,1
europ,2468,3
europ,2469,2
franc,2469,1
europ,2470,4
plus,2470,1
pay,2470,2
comm,2470,3
entre,2470,2
europ,2471,5
plus,2471,1
européen,2471,1
europ,2472,4
europ,2473,8
européen,2473,2
tout,2473,1
europ,2474,4
pay,2474,1
polit,2474,1
franc,2474,1
europ,2475,2
europ,2476,2
europ,2477,7
europ,2478,4
europ,2479,4
tout,2479,1
europ,2480,3
tout,2480,1
europ,2481,4
europ,2482,4
pay,2482,1
franc,2482,1
européen,2482,1
entre,2482,1
europ,2483,4
plus,2483,1
pay,2483,1
europ,2484,6
europ,2485,4
européen,2485,1
tout,2485,1
europ,2486,5
comm,2486,1
europ,2487,5
tout,2487,2
europ,2488,2
des,2488,2
polit,2488,1
franc,2488,1
entre,2488,1
europ,2489,5
européen,2489,1
europ,2490,7
polit,2490,1
franc,2490,1
européen,2490,1
entre,2490,1
europ,2491,4
des,2491,1
plus,2491,1
europ,2492,2
européen,2492,1
europ,2493,9
plus,2493,1
europ,2494,5
plus,2494,1
polit,2494,1
tout,2494,1
europ,2495,3
des,2495,1
plus,2495,1
polit,2495,1
franc,2495,1
européen,2495,1
entre,2495,1
des,2496,2
plus,2496,1
tout,2496,1
comm,2496,1
entre,2496,1
europ,2497,1
des,2497,1
tout,2497,2
europ,2498,2
plus,2498,3
pay,2498,2
franc,2498,1
europ,2499,2
des,2499,1
europ,2500,1
pay,2500,1
europ,2501,2
pay,2501,1
polit,2501,2
europ,2502,2
europ,2503,2
europ,2504,3
européen,2504,1
europ,2505,3
des,2505,1
européen,2505,1
tout,2506,2
des,2507,3
europ,2508,8
pay,2508,3
tout,2509,1
des,2510,3
tout,2510,3
entre,2510,2
europ,2511,1
des,2511,1
comm,2511,1
europ,2512,5
europ,2513,7
plus,2513,1
pay,2513,1
franc,2513,8
européen,2513,1
comm,2513,1
europ,2514,6
plus,2514,1
polit,2514,4
europ,2515,5
europ,2516,4
europ,2517,6
tout,2517,1
europ,2518,6
plus,2518,1
franc,2518,6
europ,2519,5
europ,2520,5
tout,2520,1
europ,2521,3
europ,2522,9
entre,2522,1
europ,2523,10
comm,2523,2
europ,2524,6
europ,2525,5
europ,2526,9
pay,2526,1
franc,2526,1
europ,2527,6
plus,2527,1
entre,2527,1
europ,2528,8
entre,2528,4
europ,2529,4
europ,2530,8
plus,2530,1
franc,2530,1
europ,2531,5
pay,2531,3
européen,2531,1
europ,2532,10
polit,2532,2
europ,2533,7
des,2533,1
pay,2533,1
comm,2533,1
europ,2534,2
franc,2534,2
europ,2535,1
des,2535,2
europ,2536,1
des,2536,1
plus,2536,3
comm,2536,2
entre,2536,1
tout,2537,1
comm,2537,1
comm,2539,1
plus,2540,1
entre,2540,1
plus,2542,1
tout,2542,1
franc,2543,1
comm,2544,1
europ,2545,3
des,2545,1
plus,2545,1
pay,2545,3
européen,2545,1
tout,2545,2
europ,2546,4
europ,2547,2
comm,2547,1
entre,2547,2
europ,2548,3
plus,2548,1
europ,2549,1
des,2549,1
plus,2549,3
pay,2549,1
plus,2550,1
tout,2550,2
comm,2550,1
entre,2550,2
europ,2551,2
des,2551,1
europ,2552,1
des,2552,2
entre,2552,1
europ,2553,2
plus,2553,1
pay,2553,1
tout,2553,2
europ,2554,3
polit,2554,1
européen,2554,2
tout,2554,1
des,2555,1
plus,2555,1
europ,2556,1
plus,2556,1
polit,2556,1
europ,2557,1
europ,2558,1
plus,2558,1
franc,2558,1
europ,2559,4
plus,2559,2
franc,2559,1
tout,2559,1
europ,2560,3
des,2560,1
plus,2560,1
pay,2560,1
comm,2560,1
entre,2560,1
plus,2561,2
tout,2561,1
europ,2562,1
entre,2562,1
europ,2563,3
entre,2563,1
plus,2567,1
plus,2569,1
tout,2569,1
plus,2571,1
plus,2572,1
entre,2572,1
plus,2575,1
entre,2575,1
des,2578,1
des,2579,1
pay,2579,1
franc,2579,1
des,2580,3
franc,2580,1
europ,2581,2
franc,2581,1
européen,2581,2
comm,2581,1
europ,2582,1
tout,2582,1
europ,2583,1
plus,2583,1
europ,2584,1
des,2586,2
plus,2586,1
tout,2586,1
tout,2587,3
des,2588,1
plus,2588,1
franc,2588,2
entre,2589,1
plus,2591,2
entre,2592,1
europ,2593,1
plus,2593,1
europ,2594,6
plus,2594,1
pay,2594,6
européen,2594,1
europ,2595,6
polit,2595,1
européen,2595,1
comm,2595,1
europ,2596,7
plus,2596,1
polit,2596,1
européen,2596,1
comm,2596,1
europ,2597,6
plus,2597,1
européen,2597,2
entre,2597,1
europ,2598,5
plus,2598,1
pay,2598,1
europ,2599,5
franc,2599,2
europ,2600,9
plus,2600,1
pay,2600,1
polit,2600,1
franc,2600,3
comm,2600,1
europ,2601,4
plus,2601,1
pay,2601,1
européen,2601,1
tout,2601,1
comm,2601,1
europ,2602,2
comm,2602,2
europ,2603,2
plus,2603,1
pay,2603,1
europ,2604,2
pay,2604,2
polit,2604,1
européen,2604,1
tout,2604,1
europ,2605,3
pay,2605,2
franc,2605,1
européen,2605,1
comm,2606,1
tout,2607,2
comm,2607,1
plus,2608,1
plus,2609,2
europ,2610,3
plus,2610,2
pay,2610,2
tout,2610,1
europ,2611,3
plus,2611,1
entre,2611,1
europ,2612,4
pay,2612,3
polit,2612,1
européen,2612,4
europ,2613,4
des,2613,1
comm,2613,2
entre,2613,1
europ,2614,2
des,2614,1
pay,2614,1
europ,2615,3
franc,2615,1
europ,2616,1
franc,2616,1
europ,2617,1
europ,2618,1
europ,2619,1
entre,2619,1
europ,2620,1
europ,2621,1
europ,2622,1
plus,2622,1
comm,2622,1
europ,2623,1
franc,2623,2
tout,2623,1
europ,2624,1
polit,2624,2
tout,2624,1
europ,2625,1
plus,2625,3
pay,2625,1
europ,2626,1
plus,2626,2
europ,2627,1
entre,2627,1
europ,2628,1
comm,2628,1
europ,2629,1
europ,2630,1
plus,2630,1
franc,2630,2
europ,2631,2
plus,2631,1
comm,2633,1
pay,2635,2
europ,2639,10
plus,2639,1
entre,2639,1
europ,2640,2
tout,2640,1
europ,2641,2
plus,2641,1
pay,2641,1
comm,2641,1
entre,2641,1
europ,2642,1
des,2642,1
pay,2642,1
polit,2642,3
europ,2643,2
polit,2643,1
tout,2643,1
europ,2644,2
europ,2645,2
plus,2645,1
franc,2645,1
europ,2646,2
plus,2646,1
franc,2646,1
europ,2647,5
pay,2647,1
européen,2647,1
europ,2648,1
des,2648,1
polit,2648,2
europ,2649,3
polit,2649,3
européen,2649,3
tout,2649,1
europ,2650,2
tout,2650,1
des,2651,3
plus,2651,1
comm,2651,1
europ,2652,2
polit,2652,1
entre,2652,1
europ,2653,3
franc,2653,1
europ,2654,1
des,2654,1
comm,2654,2
europ,2655,2
pay,2655,1
franc,2655,3
comm,2655,1
europ,2656,1
europ,2657,1
europ,2658,1
polit,2658,1
européen,2658,1
comm,2658,1
europ,2659,1
pay,2659,1
europ,2660,1
pay,2660,1
europ,2661,1
plus,2661,2
europ,2662,1
plus,2662,1
franc,2662,1
européen,2662,1
europ,2663,1
plus,2663,1
comm,2663,1
europ,2664,1
plus,2664,1
europ,2665,1
plus,2665,1
europ,2666,3
des,2666,1
europ,2667,1
plus,2667,2
franc,2667,2
tout,2667,1
europ,2668,5
europ,2669,4
plus,2669,1
pay,2669,1
polit,2669,1
europ,2670,2
comm,2670,1
des,2671,1
comm,2671,1
entre,2671,1
comm,2672,1
entre,2672,1
europ,2673,3
plus,2673,1
tout,2673,1
europ,2674,8
pay,2674,1
européen,2674,1
europ,2675,6
pay,2675,2
européen,2675,1
europ,2676,1
franc,2676,2
entre,2676,1
europ,2677,1
europ,2678,3
plus,2678,2
pay,2678,3
européen,2678,1
tout,2678,1
comm,2678,1
europ,2679,2
des,2679,1
franc,2679,1
europ,2680,1
des,2680,1
europ,2681,2
plus,2681,1
franc,2681,1
europ,2682,1
des,2682,2
tout,2682,1
europ,2683,1
plus,2683,1
pay,2683,2
tout,2683,2
europ,2684,1
des,2684,1
polit,2684,2
europ,2685,4
plus,2685,1
europ,2686,1
des,2686,1
europ,2687,2
polit,2687,1
des,2688,1
pay,2688,1
tout,2688,1
des,2689,3
tout,2689,2
europ,2690,4
européen,2690,4
entre,2690,1
plus,2691,1
tout,2695,3
plus,2696,1
plus,2697,3
pay,2697,1
polit,2697,1
plus,2699,4
tout,2701,2
des,2702,1
plus,2702,2
franc,2705,1
europ,2708,3
entre,2708,2
europ,2709,3
pay,2709,1
comm,2709,1
europ,2710,2
des,2710,1
tout,2710,2
comm,2710,1
europ,2711,1
tout,2711,1
europ,2712,1
comm,2712,3
europ,2713,1
europ,2714,1
europ,2715,1
europ,2716,1
pay,2716,1
europ,2717,1
plus,2717,1
européen,2717,1
tout,2717,1
europ,2718,1
europ,2719,2
polit,2719,1
tout,2719,1
europ,2720,3
polit,2720,2
europ,2721,4
polit,2721,1
franc,2721,2
europ,2722,2
polit,2722,1
franc,2722,1
comm,2722,1
europ,2723,3
comm,2723,1
europ,2724,3
plus,2724,1
franc,2724,1
comm,2724,1
europ,2725,2
pay,2725,2
des,2726,1
plus,2726,2
comm,2727,1
des,2728,3
comm,2728,1
europ,2729,1
plus,2729,2
des,2730,3
europ,2731,4
europ,2732,5
des,2732,1
franc,2732,1
tout,2732,1
europ,2733,5
européen,2733,1
comm,2733,1
entre,2733,1
europ,2734,5
pay,2734,1
polit,2734,2
entre,2734,1
europ,2735,5
franc,2735,1
tout,2735,1
europ,2736,4
polit,2736,3
europ,2737,4
europ,2738,7
pay,2738,1
européen,2738,1
entre,2738,1
europ,2739,2
des,2739,4
plus,2739,1
europ,2740,4
europ,2741,5
plus,2741,1
pay,2741,1
europ,2742,6
europ,2743,6
comm,2743,1
europ,2744,5
europ,2745,6
pay,2745,1
entre,2745,1
europ,2746,2
europ,2747,3
plus,2747,2
pay,2747,1
franc,2747,1
tout,2747,1
europ,2748,7
franc,2748,1
tout,2748,1
europ,2749,8
polit,2749,1
europ,2750,5
plus,2750,1
franc,2750,2
europ,2751,6
plus,2751,1
européen,2751,1
europ,2752,7
des,2752,1
plus,2752,1
europ,2753,5
européen,2753,4
comm,2753,1
europ,2754,2
des,2754,1
pay,2754,1
polit,2754,1
tout,2754,1
europ,2755,2
franc,2755,1
comm,2755,1
europ,2756,2
polit,2756,1
europ,2757,3
europ,2758,2
entre,2758,1
europ,2759,2
europ,2760,1
comm,2760,1
europ,2761,1
europ,2762,3
plus,2762,1
polit,2762,1
europ,2763,9
européen,2763,1
des,2764,3
comm,2764,1
europ,2765,2
tout,2765,1
entre,2765,1
des,2766,3
pay,2766,2
franc,2766,1
europ,2767,1
plus,2767,1
pay,2767,1
europ,2768,1
europ,2769,1
europ,2770,1
plus,2770,2
tout,2770,1
europ,2771,1
plus,2771,1
pay,2771,3
europ,2772,1
plus,2772,1
europ,2773,5
des,2773,1
pay,2773,1
polit,2773,2
europ,2774,5
pay,2774,1
des,2775,1
entre,2775,1
europ,2776,1
des,2777,3
pay,2777,1
entre,2777,1
des,2778,1
tout,2778,1
entre,2778,1
europ,2779,2
des,2779,2
franc,2779,1
europ,2780,1
européen,2780,1
europ,2781,1
tout,2782,3
europ,2783,1
europ,2784,2
franc,2784,1
europ,2785,5
polit,2785,1
européen,2785,2
europ,2786,2
franc,2786,1
europ,2787,1
des,2787,2
plus,2787,1
pay,2787,1
des,2788,2
europ,2789,1
europ,2790,3
polit,2790,1
comm,2790,1
europ,2791,2
comm,2791,1
europ,2792,2
des,2792,1
plus,2792,1
polit,2792,1
entre,2792,1
des,2793,3
tout,2793,1
comm,2793,1
des,2794,1
plus,2794,5
entre,2794,1
europ,2795,1
pay,2795,2
europ,2796,1
europ,2797,1
europ,2798,1
europ,2799,1
europ,2800,1
plus,2800,2
pay,2800,1
europ,2801,1
des,2801,1
polit,2801,3
tout,2801,2
comm,2801,2
des,2802,3
europ,2803,1
des,2803,1
plus,2803,2
pay,2803,1
franc,2804,1
plus,2807,2
tout,2812,1
plus,2813,1
polit,2813,1
franc,2813,1
européen,2817,1
tout,2818,1
entre,2819,1
plus,2820,2
europ,2821,4
polit,2821,2
europ,2822,1
plus,2822,1
tout,2822,1
europ,2823,1
des,2823,1
plus,2823,2
tout,2823,1
comm,2823,1
europ,2824,1
plus,2824,2
europ,2825,2
franc,2825,1
europ,2826,2
plus,2826,1
europ,2827,2
franc,2827,2
europ,2828,1
europ,2829,2
des,2829,1
plus,2829,1
europ,2830,1
des,2830,1
europ,2831,1
entre,2831,1
europ,2832,1
europ,2833,1
europ,2834,3
plus,2834,1
franc,2834,1
des,2836,2
plus,2836,1
plus,2837,2
comm,2837,1
entre,2837,1
des,2838,1
plus,2840,2
europ,2841,2
plus,2841,2
des,2842,3
europ,2843,2
européen,2843,1
comm,2843,2
europ,2844,2
plus,2844,1
tout,2844,2
comm,2844,1
europ,2845,2
plus,2845,1
europ,2846,2
plus,2846,1
tout,2846,1
comm,2846,1
europ,2847,2
des,2847,2
plus,2847,1
pay,2847,1
comm,2847,1
europ,2848,4
européen,2848,1
tout,2848,2
des,2849,3
des,2850,3
comm,2850,3
europ,2852,4
europ,2853,3
des,2853,1
comm,2853,1
des,2854,2
plus,2854,2
tout,2854,1
comm,2854,2
plus,2855,2
franc,2855,1
entre,2855,1
des,2859,1
plus,2859,1
tout,2859,3
plus,2860,1
pay,2860,1
pay,2861,1
des,2863,2
des,2864,2
pay,2864,1
tout,2864,1
comm,2864,1
des,2865,1
plus,2865,1
comm,2865,2
des,2866,1
plus,2866,1
plus,2867,1
comm,2867,1
europ,2868,2
des,2868,1
plus,2868,3
franc,2868,2
europ,2870,3
des,2871,3
plus,2871,2
polit,2871,1
europ,2872,1
des,2872,2
européen,2872,1
comm,2872,1
entre,2872,1
europ,2873,6
plus,2873,1
pay,2873,1
polit,2873,2
europ,2874,6
plus,2874,3
pay,2874,1
polit,2874,3
européen,2874,1
tout,2874,1
comm,2874,1
europ,2875,2
europ,2876,8
pay,2876,1
entre,2876,2
europ,2877,9
pay,2877,2
entre,2877,1
europ,2878,6
franc,2878,2
comm,2878,1
europ,2879,7
plus,2879,1
pay,2879,1
franc,2879,1
europ,2880,4
des,2880,1
plus,2880,2
tout,2880,1
europ,2881,7
plus,2881,1
europ,2882,6
europ,2883,5
franc,2883,3
comm,2883,1
europ,2884,6
europ,2885,6
europ,2886,6
plus,2886,2
pay,2886,2
europ,2887,2
plus,2887,2
pay,2887,2
tout,2887,1
europ,2888,3
européen,2888,1
europ,2889,5
plus,2889,1
pay,2889,2
entre,2889,1
europ,2890,1
plus,2890,5
polit,2890,1
comm,2890,3
europ,2891,3
des,2891,1
plus,2891,1
franc,2891,1
tout,2891,1
europ,2892,2
polit,2892,1
entre,2892,1
des,2893,3
entre,2893,1
europ,2894,1
des,2894,1
plus,2894,1
pay,2894,2
comm,2894,2
europ,2895,1
comm,2895,1
europ,2896,1
tout,2896,1
europ,2897,1
polit,2897,1
europ,2898,1
des,2898,1
europ,2899,1
europ,2900,1
franc,2900,1
europ,2901,1
tout,2901,2
europ,2902,1
tout,2902,2
europ,2903,1
franc,2903,1
europ,2904,2
plus,2904,1
pay,2904,1
des,2905,1
franc,2905,1
tout,2905,1
europ,2907,3
entre,2907,1
europ,2908,2
polit,2908,1
entre,2908,1
europ,2909,5
polit,2909,1
europ,2910,3
plus,2910,1
polit,2910,1
europ,2911,2
plus,2911,1
franc,2911,2
europ,2912,2
europ,2913,3
plus,2913,2
europ,2914,6
comm,2914,2
europ,2915,3
des,2915,3
comm,2915,1
europ,2916,1
pay,2916,1
européen,2916,1
comm,2916,1
europ,2917,4
entre,2917,4
europ,2918,5
franc,2918,1
tout,2918,1
europ,2919,4
europ,2920,4
comm,2920,1
europ,2921,7
europ,2922,6
des,2922,1
pay,2922,1
franc,2922,1
comm,2922,1
europ,2923,4
des,2923,1
europ,2924,4
plus,2924,1
tout,2924,1
europ,2925,3
des,2925,1
plus,2925,2
pay,2925,1
polit,2925,1
europ,2926,2
comm,2926,1
europ,2927,1
polit,2927,1
europ,2928,1
europ,2929,2
europ,2930,4
franc,2930,4
comm,2930,1
europ,2931,5
europ,2932,7
plus,2932,4
europ,2933,5
franc,2933,1
européen,2933,1
tout,2933,1
europ,2934,3
des,2934,2
franc,2934,1
tout,2934,1
europ,2935,6
des,2935,1
polit,2935,2
européen,2935,4
europ,2936,4
europ,2937,3
des,2937,1
pay,2937,1
polit,2937,1
européen,2937,1
europ,2938,4
plus,2938,1
pay,2938,3
européen,2938,1
entre,2938,1
europ,2939,6
européen,2939,1
entre,2939,1
europ,2940,6
plus,2940,2
pay,2940,2
entre,2940,1
europ,2941,4
europ,2942,4
europ,2943,4
plus,2943,1
polit,2943,1
europ,2944,5
franc,2944,1
européen,2944,2
europ,2945,3
franc,2945,1
europ,2946,1
des,2946,3
europ,2947,4
des,2947,1
polit,2947,4
europ,2948,6
des,2948,1
pay,2948,1
polit,2948,2
européen,2948,2
europ,2949,6
des,2949,1
tout,2949,1
entre,2949,2
europ,2950,3
des,2950,1
tout,2950,1
europ,2951,3
plus,2951,1
polit,2951,1
franc,2951,3
europ,2952,3
des,2952,1
plus,2952,2
polit,2952,1
franc,2952,1
tout,2952,1
europ,2953,4
plus,2953,1
pay,2953,1
polit,2953,1
européen,2953,3
europ,2954,4
européen,2954,1
comm,2954,1
europ,2955,5
plus,2955,1
franc,2955,2
européen,2955,1
comm,2955,1
europ,2956,8
européen,2956,2
tout,2956,1
europ,2957,3
des,2957,1
franc,2957,1
tout,2957,1
europ,2958,7
pay,2958,1
polit,2958,4
européen,2958,1
europ,2959,1
des,2959,3
plus,2959,1
polit,2959,2
franc,2959,1
tout,2959,2
europ,2960,5
plus,2960,1
polit,2960,1
europ,2961,4
pay,2961,2
polit,2961,1
europ,2962,5
plus,2962,2
comm,2962,1
europ,2963,2
des,2963,2
pay,2963,1
europ,2964,2
plus,2964,4
comm,2964,1
europ,2965,7
plus,2965,1
europ,2966,6
plus,2966,1
comm,2966,1
europ,2967,2
comm,2967,1
europ,2968,2
des,2968,2
polit,2968,1
europ,2969,3
des,2969,1
polit,2969,1
europ,2970,4
franc,2970,1
europ,2971,5
franc,2971,1
comm,2971,1
europ,2972,5
européen,2972,1
europ,2973,5
des,2973,3
plus,2973,2
pay,2973,2
polit,2973,1
europ,2974,4
pay,2974,1
européen,2974,1
entre,2974,4
europ,2975,4
des,2975,3
plus,2975,2
polit,2975,5
entre,2975,1
europ,2976,3
des,2976,1
plus,2976,1
pay,2976,3
europ,2977,6
plus,2977,1
comm,2977,1
entre,2977,1
europ,2978,5
européen,2978,1
europ,2979,1
europ,2980,7
des,2980,1
comm,2980,1
entre,2980,1
europ,2981,3
europ,2982,3
comm,2982,1
europ,2983,4
franc,2983,1
entre,2983,1
europ,2984,5
plus,2984,2
pay,2984,1
tout,2984,1
europ,2985,4
des,2985,1
plus,2985,1
pay,2985,1
polit,2985,3
franc,2985,1
europ,2986,8
pay,2986,4
franc,2986,1
europ,2987,2
europ,2988,5
des,2988,1
plus,2988,1
franc,2988,1
europ,2989,5
plus,2989,1
tout,2989,2
europ,2990,4
tout,2990,1
europ,2991,4
plus,2991,1
europ,2992,5
europ,2993,2
des,2993,1
plus,2993,1
europ,2994,2
europ,2995,1
des,2995,3
pay,2995,1
tout,2995,1
europ,2996,4
plus,2996,1
pay,2996,1
europ,2997,8
polit,2997,1
européen,2997,2
tout,2997,2
europ,2998,4
europ,2999,2
europ,3000,5
tout,3000,1
europ,3001,5
pay,3001,1
entre,3001,1
europ,3002,4
plus,3002,1
polit,3002,1
entre,3002,1
europ,3003,4
europ,3004,4
des,3004,1
plus,3004,1
européen,3004,1
europ,3005,6
polit,3005,1
franc,3005,4
tout,3005,1
comm,3005,2
entre,3005,1
europ,3006,7
plus,3006,1
pay,3006,2
europ,3007,4
europ,3008,2
des,3008,3
plus,3008,1
pay,3008,2
europ,3009,3
des,3009,1
plus,3009,1
pay,3009,2
polit,3009,1
europ,3010,4
des,3010,1
entre,3010,1
europ,3011,2
europ,3012,4
plus,3012,1
européen,3012,1
europ,3013,6
polit,3013,2
européen,3013,5
entre,3013,1
europ,3014,4
plus,3014,4
pay,3014,1
europ,3015,5
plus,3015,1
européen,3015,1
comm,3015,1
europ,3016,2
europ,3017,4
plus,3017,2
entre,3017,1
europ,3018,4
europ,3019,4
tout,3019,1
europ,3020,5
franc,3020,1
comm,3020,1
europ,3021,5
comm,3021,1
europ,3022,4
europ,3023,4
pay,3023,1
entre,3023,1
europ,3024,3
pay,3024,1
européen,3024,2
europ,3025,4
polit,3025,2
franc,3025,1
europ,3026,4
pay,3026,3
polit,3026,1
entre,3026,1
europ,3027,4
plus,3027,1
polit,3027,3
europ,3028,4
polit,3028,3
franc,3028,2
europ,3029,3
des,3029,1
polit,3029,4
comm,3029,1
europ,3030,4
polit,3030,3
europ,3031,5
europ,3032,2
entre,3032,1
