num,nom,annee_naissance,annee_decès,bio
51796,Franck Robert,,,
209128,Czouz-Tornare Alain-Jacques,,,"Écrit aussi en allemand
Historien. - Docteur en histoire (Source DataBNF)"
204039,Lemay Edna ,1928.0,2006.0,Historienne. - Maître de conférence à l'École des hautes études en sciences sociales (Source DataBNF)
79671,Hamilton Earl J. ,1899.0,1989.0,"Économiste. - Professeur, University of Chicago, USA (en 1962) (Source DataBNF)"
159457,Duroux Rose,,,
225509,Sicot Bernard,,,"Agrégé d'espagnol, docteur en études ibériques (Université Paris IV, 1993). - Professeur de littérature espagnole à l'Université Paris X-Nanterre, co-directeur du Groupe de recherche Résistances et exils (en 2006) (Source DataBNF)"
402984,Laïdi Ali ,1966.0,,
40311,Roudié Philippe ,1939.0,,
386629,Rosset François,,,
67087,Gaudray-Coudroy Lydia,,,
217157,Nezosi Gilles,,,"Docteur en science politique, chargé de recherche à la Caisse nationale des allocations familiales et chercheur associé au CERAT (UMR CNRS) (en 1999) (Source DataBNF)"
282000,Didry Claude ,1963.0,,"Sociologue. - Directeur de recherche au CNRS, unité ""Institutions et dynamiques historiques de l'économie"" (en 2014) (Source DataBNF)"
67702,Kende Pierre ,1927.0,,Politologue. - Sociologue. - Vit en France depuis 1957. - Spécialiste des questions économiques et politiques. - Renseignements : Section hongroise de BIBSE (Source DataBNF)
00044411,Kirschbaum Stanislav,,,
00044421,Dumoulin André,,,
235917,Vulbeau Alain,,,"Sociologue. - Professeur en sciences de l'éducation à l'Université Paris Ouest Nanterre La Défense, chercheur au Centre de recherches éducation et formation (en 2015) (Source DataBNF)"
393367,Rudaz Gilles,,,Chercheur post-doctorant au Massachusetts Institute of technology (en 2010) (Source DataBNF)
647010,Pelletier Jean ,1938.0,,"Docteur ès sciences naturelles. - Chercheur à l'INRA, Institut national de la recherche agronomique, Station de physiologie de la reproduction, Nouzilly, Indre-et-Loire (en 1990) (Source DataBNF)"
65286,Héran François ,1953.0,,"Docteur en anthropologie et agrégé de philosophie. - Directeur de recherches à l'Institut national d'études démographiques, INED (en 2000) (Source DataBNF)"
403203,Namer Albert,,,Psychanalyste. - Membre de la Société psychanalytique de Paris (en 2011) (Source DataBNF)
00044611,Gin Pascal,,,
257158,Andréani Roland ,1936.0,,"Professeur émérite d'histoire contemporaine, Université Paul Valéry, Montpellier (Source DataBNF)"
203173,Cartier J.,,,
29503,Sagave Pierre-Paul ,1913.0,2006.0,"Professeur à l'université d'Aix-Marseille (1950-1964) puis à l'université Paris X-Nanterre où il fonde le département d'études germaniques
Écrit aussi en allemand (Source DataBNF)"
212655,Bodiguel Maryvonne,,,"Directeur de recherche au CNRS, Centre de recherche en urbanisme, aménagement et administration publique, Nantes (en 1997) (Source DataBNF)"
193987,Hilaire Yves-Marie ,1927.0,2014.0,
238440,Lesne Pierre ,1871.0,1949.0,
00044721,Durou Guillaume,,,
77993,Pirenne Henri ,1862.0,1935.0,"Historien. - Directeur de l'université de Gant, Belgique (1886-1930) (Source DataBNF)"
148242,Guyomar Geneviève,,,Juriste. - Professeur à la Faculté de droit et de sciences économiques de Rennes (en 1960) (Source DataBNF)
29828,Lenclud Gérard,,,Anthropologue (Source DataBNF)
00044801,Donin Nicolas,,,
00044802,Goldman Jonathan,,,
00044811,Cloutier Raymond,,,
830852,Michaut Gustave ,1870.0,1946.0,
853981,Bellanger Camille ,1853.0,1923.0,
851638,Gilbault H.,,,
29969,Knibiehler Yvonne ,1922.0,,Historienne. - Professeur à l'Université de Provence (1964-1984) (Source DataBNF)
247157,Lévy Francine ,1954.0,,Spécialiste de la littérature française du XVIIIe s. (Source DataBNF)
365277,Levillier Roberto ,1881.0,1969.0,
00044961,Laughlin Charles D.,,,
32134,Truptil R.J. ,1901.0,1993.0,"Administrateur de la société nationale d'investissement (en 1948), professeur à l'Institut des sciences juridiques et financières appliquées de la Faculté de droit de Paris (1950-1960) (Source DataBNF)"
247022,Pénicaud Muriel,,,
46801,Légaré François,,,
295965,Ropert André,,,
218618,Khojet El Khil Nadia,,,
269527,Petillon Pierre-Yves ,1942.0,,Professeur à l'université de Paris-Sorbonne et à l'École normale supérieure (en 2003) (Source DataBNF)
62053,Muller Pierre ,1950.0,,
295999,Martin Marie ,1980.0,,Maître de conférences en études cinématographiques à l'Université de Poitiers (en 2012) (Source DataBNF)
295804,Enderlein Évelyne,,,"Agrégée de russe, docteur en littérature russe (Source DataBNF)"
419108,Tarrajat André,,,
00045081,Brunel Gilles,,,
231697,Lapouge Gilles ,1923.0,,"Journaliste, écrivain (Source DataBNF)"
211356,Sablayrolles E.,,,
296474,Harmat Andrée-Marie,,,Professeur à l'université de Toulouse-Le Mirail (en 1997) (Source DataBNF)
195225,Sintès Pierre ,1972.0,,Ancien membre de l'École française d'Athènes. - Maître de conférences en géographie à l'Université de Provence (en 2008) (Source DataBNF)
387810,Grevet René ,1949.0,,"Docteur en histoire moderne (Lille 3, 1988). - Maître de conférences à l'université de Lille-III (en 1992) (Source DataBNF)"
48222,Fougier Eddy,,,Politologue. - Spécialiste de l'altermondialisme. - Chercheur à l'Institut français des relations internationales (en 2002) (Source DataBNF)
63159,Boratav Korkut ,1935.0,,"Economiste, chercheur, écrivain. - Professeur à l'université (1973-86)
A écrit aussi en allemand (Source DataBNF)"
255091,Breuillard Jean ,1945.0,2011.0,"Professeur émérite de linguistique russe à l'université Panthéon-Sorbonne. - Directeur de la ""Revue des Études slaves"" (Source DataBNF)"
171168,Kirscher Gilbert ,1937.0,,"Docteur en philosophie (Lille 3, 1987). - Historien de la philosophie
Traduit de l'allemand en français (Source DataBNF)"
275958,Fanlo Jean-Raymond ,1955.0,,Professeur à l'Université d'Aix (en 2003) (Source DataBNF)
51946,Muracciole Jean-François,,,
00045241,Mourre Martin,,,
00045251,Bonin Bernard,,,
00045261,Garon Richard,,,
287200,Laramée Alain,,,"Professeur en communication organisationnelle à la Télé-université, au Québec (en 1991) (Source DataBNF)"
00045291,Jacobs Kenneth,,,
160041,Groussard René ,1929.0,,Ingénieur agricole. - Ancien directeur du CNASEA (Source DataBNF)
174664,Pittard Eugène ,1867.0,1962.0,"Anthropologue. - Naturaliste. - Professeur d'anthropologie à l'Université de Genève, Suisse. - Directeur du musée d'ethnographie de Genève, Suisse (Source DataBNF)"
61199,Biget Michelle,,,"Docteur en musicologie (Paris 4, 1981). - Musicologue. - Professeur à l'Université François-Rabelais de Tours (en 2010). - Rédacteur en chef des ""Cahiers du Centre international de recherches en esthétique musicale"" (en 2010) (Source DataBNF)"
257909,Duranton-Crabol Anne-Marie ,1940.0,,"Docteur en histoire contemporaine (Paris 10, 1987). - Professeur d'histoire (Source DataBNF)"
446888,Ariagno Daniel,,,Naturaliste. - Responsable au sein de la Fédération Rhône-Alpes de protection de la nature (en 1996) (Source DataBNF)
47800,Goldsborough James,,,
149184,Labayle Henri ,1954.0,,"Professeur de droit, Université de Pau et des Pays de l'Adour (en 2016). - Co-directeur du groupe de recherche Réseau universitaire droit de l'espace de liberté, sécurité et justice (Source DataBNF)"
2810,Berrianne Mohamed ,1949.0,,"Professeur, responsable de l'UFR ""Développement et aménagement régional au Maroc"", Faculté des lettres et des sciences humaines, Université de Rabat (en 2000) (Source DataBNF)"
2811,HOPFINGER Hans,,,Professeur à l'Université catholique d'Eichstätt (en 1999) (Source DataBNF)
46813,Brzezinski Zbigniew ,1928.0,2017.0,
297785,Sergent Bernard ,1946.0,,"Agrégé de l'Université, docteur en histoire, certifié d'anthropologie biologique. - Chercheur 1er classe au CNRS (en 1992) (Source DataBNF)"
205061,Plagne Nicolas ,1969.0,,
295939,Bayou Céline,,,
264690,Rocques Georges,,,
00045481,Des Aulniers Luce,,,
00045491,Nelson Tollof,,,
00045501,Auvert Anne-Julie,,,
159539,Jaurand Emmanuel ,1966.0,,"Géographe agrégé. - Maître de conférences de l'Université de Paris-Val-de-Marne (en 1998, en 2007) (Source DataBNF)"
263698,Charlier Jacques ,1950.0,,"Professeur, Institut de géographie, Université catholique de Louvain, Belgique (en 2003) (Source DataBNF)"
66856,Nicolas Fabien ,1971.0,,Secrétaire général du Comité Jean Jaurès (en 2007). - En poste à l'Université Montpellier 1 (en 2009) (Source DataBNF)
52121,Teixeira Nuno Severiano,,,
248524,Cardin Bertrand ,1965.0,,"Publie aussi en anglais
Professeur en anglais et langues étrangères appliquées à l'Université de Caen-Basse-Normandie, spécialiste de littérature irlandaise contemporaine (en 2016) (Source DataBNF)"
248459,Boulaire François ,1944.0,,"Docteur en études anglaises (Paris 3, 1987) (Source DataBNF)"
40375,Lazzarotti Olivier ,1959.0,,"Agrégé de géographie. - Professeur au lycée Jean-Rostand, Chantilly (en 1996). - Professeur à l'Université de Picardie-Jules-Verne (en 2006) (Source DataBNF)"
256301,Vallat Colette ,1949.0,,Agrégée de géographie. - Membre de l'École française de Rome. - Maître de conférences à l'Université Paris 7 Jussieu (en 1997). - Professeur à l'Université de Paris X-Nanterre (en 2007) (Source DataBNF)
277152,Émili Pietro,,,
146878,Valentin Boris ,1965.0,,
415745,Weber Mara-julia,,,
146374,Bodu Pierre,,,"Chargé de recherche au sein de l'UMR 7041-Archéologies et sciences de l'Antiquité, Université de Paris-Nanterre (en 2005) (Source DataBNF)"
148009,Perraud Daniel,,,Directeur de recherche à l'INRA (Source DataBNF)
157172,Buller Henry ,1956.0,,"Maître de conférences en détachement au Département de géographie de l'Université de Paris VII (en 1994). - Etait en poste au Département de géographie du Kings college, Londres (en 1987). - Prénoms complets : Henry John (Source DataBNF)"
215764,Hoggart Keith,,,"Géographe. - Enseigne la géographie au King's College, Londres (en 1991) (Source DataBNF)"
66817,Le Galès Patrick,,,
718623,Álvarez Fernández Esteban,,,
282727,Tomaszewski Marek,,,Professeur à l'Université Charles de Gaulle Lille III (en 2006) (Source DataBNF)
30878,Von Thadden Rudolf ,1932.0,2015.0,"Écrit aussi en français
Professeur d'histoire moderne à l'Université de Göttingen (à partir de 1968). - Directeur de l'Université de Göttingen (1974-1975). - Directeur d'études à l'Ecole des Hautes études en sciences sociales à Paris (à partir de 1983). - Membre de la présidence du Congrès Evangélique allemand (Deutscher Evangelischer Kirchentag) depuis 1984 (en 2008). - Président d'honneur de la Fondation Genshagen (en 2008) (Source DataBNF)"
29664,Noiriel Gérard ,1950.0,,"Directeur d'études à l'École des hautes études en sciences sociales, Paris et cofondateur de la revue ""Genèses"" (en 2005) (Source DataBNF)"
283677,Case Lynn,,,
36495,Barthélemy Dominique ,1953.0,,Historien médiéviste. - Maître de conférences à l'Université de Paris-Sorbonne (en 1990) (Source DataBNF)
48415,Giraud André ,1925.0,1997.0,"Ancien ministre de la défense, ancien ministre de l'industrie. - Ancien élève de l'École polytechnique. - Ingénieur général des mines (1973) (Source DataBNF)"
800456,Davis Richard,,,
289221,Straus Jean A.,,,Historien de l'Empire romain. - Papyrologue (Source DataBNF)
395929,Collinet Cécile,,,"Docteur en sociologie, professeur agrégé d'EPS. - Maître de conférences en STAPS à l'Université de Marne-la-Vallée (en 2000) (Source DataBNF)"
395930,Bernardeau Moreau Denis,,,"Docteur en sociologie (Paris 5). - Ancien directeur des sports dans une collectivité territoriale, maître de conférence à l'Université de Marne-La-Vallée et membre du Groupe d'études sociologiques et économiques sur les loisirs sportifs (GESELS) de l'IUP Métiers du sport de Moissy-Cramayel (en 2004) (Source DataBNF)"
395931,Bonomi Julien,,,
00045771,de Pasquale Jean-Frédéric,,,
00045791,Bourassa Lucie,,,
234801,Djeghloul Abdelkader ,1946.0,2010.0,"Sociologue et historien. - Professeur à l'Université d'Oran, Algérie (en 1984). - Directeur du C.R.I.D.S.S.H. de l'Université d'Oran (en 1984)
Écrit aussi en français (Source DataBNF)"
247209,Mactoux Marie-Madeleine,,,"Professeur de langue et civilisation grecques. - En poste à la Faculté de lettres, Université de Franche-Comté, Besançon (en 1994) (Source DataBNF)"
225528,Saint-Marc Philippe,,,
400147,Amilhat-Szary Anne-Laure ,1970.0,,Géographe. - Maître de conférences à l'Université de Grenoble I (Source DataBNF)
212613,Goguel François ,1909.0,1999.0,"Historien et politologue. - Docteur en droit (1937). - Membre du Conseil constitutionnel (1971-1980), secrétaire général honoraire du Sénat
Écrit aussi en anglais (Source DataBNF)"
274091,Oiry Goulven ,1981.0,,Docteur en littérature française et en urbanisme (Source DataBNF)
237228,Puech Henri-Charles ,1902.0,1986.0,
256086,Gaborieau Marc ,1937.0,,"Docteur en ethnologie (Paris 10, 1988). - Spécialiste de l'Islam (Source DataBNF)"
174093,Renner Claude,,,Docteur en médecine. - Cardialogue. - Membre de la Société Française d'Histoire de la Médecine et de la Société d'Histoire de la Pharmacie (Source DataBNF)
215964,Dufumier Marc,,,Professeur d'agriculture comparée et développement agricole à INA-PG (en 1996) (Source DataBNF)
63245,Gignoux Philippe ,1931.0,,"Orientaliste. - Directeur d'études à l'Ecole pratique des hautes études, sciences religieuses : religions de l'Iran ancien (en 1995), directeur de la revue ""Studia Iranica"". - Membre correspondant de l'Académie des inscriptions et belles lettres (nommé en 2000) (Source DataBNF)"
235615,Biard Michel ,1957.0,,Agrégé d'histoire. - Maître de conférences à l'Université Paris-I Panthéon-Sorbonne (1994-2004). - Professeur à l'Université de Rouen (en 2007). - Directeur des Annales historiques de la Révolution française (en 2007) (Source DataBNF)
179496,Rasse Paul ,1953.0,,"Docteur en sociologie. - Enseignant chercheur au LAMIC [Laboratoire d'Anthropologie Mémoire, identité, Cognition sociale] à l'Université de Nice-Sophia Antipolis (en 2002) (Source DataBNF)"
30556,Botte Roger ,1939.0,,"Anthropologue, chercheur au CNRS, Centre d'études africaines (en 2002) (Source DataBNF)"
68896,Wanono Nadine,,,"Réalisatrice. - Ingénieur de recherche au CNRS, Centre national de la recherche scientique, membre de l'équipe d'Ivry du Centre d'études des mondes africains (CEMAF) (Source DataBNF)"
151292,Glucksmann André ,1937.0,2015.0,"Philosophe, essayiste. - Écrit également sous le pseudonyme de Charlotte Corday (Source DataBNF)"
248948,Condat Robert,,,
00046061,Graefe Peter,,,
219703,Daviet Jean-Pierre,,,Chercheur au CNRS (en 1989) (Source DataBNF)
83535,Wittwer Jacques,,,Psychologue. - Professeur à l'université Victor Segalen de Bordeaux (Source DataBNF)
00046091,Hamelin Louis,,,
855922,Leterrier L. ,,,
385989,Antoine André ,1858.0,1943.0,"Directeur de théâtre. - Fondateur du ""Théâtre Libre"" (1887-1894). - Comédien. - Metteur en scène. - Cinéaste. - Père de : Antoine, André-Paul (1892-1982) (Source DataBNF)"
704653,Jacob Max ,1876.0,1944.0,"Poète. - Romancier. - Essayiste. - Peintre
A aussi traduit du catalan en français (Source DataBNF)"
351020,Tulasiewicz Witold ,1928.0,,A enseigné dans les universités de Cambridge et Calgary. - Conseiller dans différents organismes britanniques concernant l'éducation et les échanges en Europe (Source DataBNF)
351257,Adams Anthony,,,
351253,Hargreaves David,,,
2528,Collet Béate,,,Sociologue. - Maître de conférences à Paris IV Sorbonne (en 2008) (Source DataBNF)
827453,Gérard-Varet Louis ,1860.0,1944.0,
268640,Garenc Paule ,1922.0,1978.0,"Géographe et climatologue. - Secrétaire générale adjointe (1957-1974) puis secrétaire générale (1975-1978) de la Société de géographie, Paris (Source DataBNF)"
00046191,Victoria Ignacio Camós,,,
00046192,Torrecilla Eduardo Rojo,,,
71721,Durand de Gros Joseph-Pierre ,1826.0,1900.0,"Médecin, se fit l'apôtre de l'hypnotisme. - En 1849, auteur d'articles radicaux dans la ""Démocratie pacifique"", sous le pseudonyme ""Un laboureur"", dut s'exiler aux États-Unis après le 2 décembre 1851 ; revint à Paris, se fit conférencier, puis retourna après 1870 dans son pays natal, l'Aveyron, où il se livra à des études philologiques tout en continuant de publier des essais moraux et politiques. - Prix Lallemand de l'Académie des Sciences (1891) (Source DataBNF)"
145693,de Santa-Maria A.-S.,,,
142866,Bourneville,,,
142732,Paul-Boncour Georges ,1866.0,1934.0,
393848,Lagneau Gérard ,1932.0,,"Sociologue
Traduit de l'américain en français (Source DataBNF)"
151499,Basse Marie-Thérèse,,,
685,Tourneur-Aumont Jean-Médéric ,1879.0,1946.0,
834186,Tournepiche Anne-Marie,,,
392675,Osmont Annick,,,
295711,Heller Bernat ,1871.0,1943.0,"Orientaliste. - Spécialiste de l'étude comparée des contes hébreux et des contes arabes. - Rabbin. - Professeur, Országos Rabbiképző Intézet, Budapest (1922-1935)
Écrivait aussi en allemand, hébreu et arabe (Source DataBNF)"
00046291,Garnier Xavier,,,
200339,Lock Margaret ,1936.0,,"Anthropologue. - Professeur émérite d'anthropologie médicale : Department of social studies of medicine et Department of anthropology, McGill University, Montréal, Canada (en 2014) (Source DataBNF)"
202615,Callon Guenièvre,,,
267181,Rousseau-Fischer Pascale,,,
3006,Le Golvan Sylvie,,,
399072,Clary Daniel ,1936.0,1998.0,Professeur à l'Université d'Angers. - Agrégé et docteur ès-lettres (Source DataBNF)
179922,Rizopoulos Yorgos,,,
32745,Simonneau Karinne,,,"Docteur en histoire de l'art. - Chargée de cours d'histoire de l'art moderne à l'Université François Rabelais, Tours (en 2005) (Source DataBNF)"
196906,Wirth Jean ,1947.0,,Archiviste-paléographe. - Ancien élève de l'École des chartes. - Professeur d'histoire de l'art du Moyen âge à l'Université de Genève (en 2013) (Source DataBNF)
166662,Ott Hervé,,,
852931,Acton Thomas,,,
852967,Berthaud Denise,,,
193868,Bérard Ewa,,,
47260,Arndt Claus ,1927.0,,Juriste. - Haut fonctionnaire et homme politique. - Membre du Bundestag de 1965 à 1976 (Source DataBNF)
268906,Planche Jean-Louis,,,
393070,Nategh Homa,,,Spécialiste de l'histoire de la dynastie des Qadjar. - Maître de conférences à l'Université Sorbonne Nouvelle (en 2015) (Source DataBNF)
28577,Chaponniere Jean-Raphaël,,,
46917,London Jack ,,1916.0,
00046462,J. London. The Tale... éd. I. F. Clarke Liverpool University Press 1995,,,
46200,Jaquet Christophe,,,
852887,Maignien Claude,,,
735286,Sivadon Danielle ,1937.0,2017.0,"Ancienne interne des hôpitaux psychiatriques de Paris, docteur en médecine (Paris, 1968). - Psychanalyste (Source DataBNF)"
00046501,VANDELAC Louise,,,
247162,Crépeau François,,,Professeur au Département des sciences juridiques de l'université du Québec à Montréal (en 1995) (Source DataBNF)
395945,Rousseau Max,,,
282395,Beaune Colette,,,Historienne (Source DataBNF)
30876,Calvez Ronan,,,Maître de conférences de celtique à l'université de bretagne occidentale (en 2000) (Source DataBNF)
00046551,Peyrard Max,,,
276524,Schiavoni Claudio,,,
276525,Sonnino Eugenio,,,Professeur à l'université de Rome (en 1993) (Source DataBNF)
259721,Schwartzfuchs Simon,,,
207730,Dayre Éric ,1964.0,,"Docteur en études anglaises (Paris 3, 1994). - Professeur de littératures comparées à l'École normale supérieure de Lyon (en 2016) (Source DataBNF)"
288644,Billault Alain ,1949.0,,"Agrégé de lettres classiques, docteur ès lettres (Paris 4, 1987). - Professeur à l'Université Paris 4-Sorbonne (en 2012) (Source DataBNF)"
59449,Pereira Luiz Carlos Bresser,,,"Professeur émérite de science politique et d'économie : Fundação Getulio Vargas, Rio de Janeiro, Brésil (en 2017) (Source DataBNF)"
258909,Buchet Christian ,1957.0,,"Docteur de l'Université de Paris-Sorbonne, diplômé de l'IEP de Paris. - Professeur d'histoire moderne à l'Institut Catholique de Paris (en 1993). - Membre du laboratoire d'histoire maritime du CNRS-Sorbonne et de la Commission française d'histoire maritime (Source DataBNF)"
00046631,Blanchon Karine,,,
277284,Grégoire Henri ,1881.0,1964.0,
399435,Babelon Jean-Pierre ,1931.0,,"Historien. - Archiviste paléographe (1954). - Inspecteur général des Archives de France (en 1988). - Directeur du musée et du domaine de Versailles (en 1989). - Membre de l'Institut, Académie des inscriptions et belles-lettres (élu en 1992). - Président de la Fondation Jacquemart-André et conservateur de l'Abbaye royale de Chaalis (en 2007) (Source DataBNF)"
271561,Cordesse Gérard,,,Professeur à l'université Toulouse-Le Mirail (Source DataBNF)
262164,Fache Jacques ,1964.0,,Agrégé de géographie. - Maître de conférences à l'Université de Nantes (en 2002) (en 2007). - Romancier (Source DataBNF)
84042,Fenesan Cristina,,,Historienne (Source DataBNF)
63287,Surmely Fréderic,,,"Agrégé d'histoire. - En poste au Laboratoire de géographie physique et environnementale, UMR 6042 du CNRS (en 2006) (Source DataBNF)"
64431,Delpuech André,,,"Chargé d'étude à la Direction des antiquités d'Auvergne (en 1987). - Conservateur au Musée du Quai Branly, responsable des collections des Amériques (en 2014) (Source DataBNF)"
239243,Chédeville André ,1935.0,2010.0,Professeur émérite d'histoire médiévale à l'Université de Rennes II. - Président de la Fédération des sociétés historiques de Bretagne (Source DataBNF)
198384,Nicolaï Henri,,,
350824,Petit Bernard,,,
230724,Zimmermann Michel ,1937.0,,"Historien, spécialiste de l'histoire médiévale de la Catalogne. - Maître de conférence d'histoire médiévale à l'Université de Paris I (en 1988)
Publie des textes latins du Moyen âge (Source DataBNF)"
274097,Chaze Emmanuelle,,,
34127,KOKOSALAKIS Nikos,,,
00046791,Lavigne Mireille S.,,,
00046801,Parizeau Jacques,,,
274634,Demoule Jean-Paul ,1947.0,,"Archéologue. - Enseignant à l'Université de Paris I, spécialiste du néolithique et de l'âge du fer (en 1990). - Président de l'INRAP, Institut national de recherches archéologiques préventives (2001-2007) (Source DataBNF)"
256816,Néré Jacques,,,
172704,Burnet Régis ,1973.0,,Professeur de Nouveau Testament à l'Université catholique de Louvain (en 2014) (Source DataBNF)
261046,Debord André ,1926.0,1996.0,Médiéviste (Source DataBNF)
00046881,Bellier Irène,,,
295589,Serghidou Anastasia,,,En poste à l'Université de Crète (en 2007) (Source DataBNF)
166091,Dagognet François ,1924.0,2015.0,Médecin et épistémologue. - Professeur agrégé de philosophie à l'Université de Paris I-Sorbonne (depuis 1986) (Source DataBNF)
387187,Bruit Guy,,,Critique dramatique (Source DataBNF)
271337,Charras Françoise,,,
365397,Dolléans Édouard ,1877.0,1954.0,"Historien et universitaire, spécialiste du mouvement ouvrier. - Agrégé en sciences économiques. - Docteur en droit (1903). - Secrétaire général de l'Union internationale des Chambres de commerce (Londres, 1920-1933). - Directeur de cabinet de Léo Lagrange (1936), puis de Philippe Serre. - Titulaire de la chaire d'histoire du travail à la Faculté de droit de Paris. - Co-fondateur avec Georges Bourgin et Jean Maitron, de l'Institut français d'histoire sociale (1949) (Source DataBNF)"
173059,Dérozier Albert ,1933.0,1997.0,"Ecrit aussi en espagnol
Professeur de littérature et civilisation hispaniques à l'Université de Besançon. - Secrétaire général de la Société des hispanistes français de l'enseignement supérieur (1970-1977). - Né à Lyon (Source DataBNF)"
235003,Guillemin Anne-Marie ,1868.0,1963.0,"Docteur ès lettres (Université de Dijon, 1921). - Ancienne élève de l'École pratique des hautes études (Source DataBNF)"
235004,Fourreau Christine,,,
00047021,De Koninck Rodolphe,,,
254280,Michaud Claude,,,
254581,Chélini Jean ,1931.0,,Universitaire et homme politique. - Professeur à la Faculté de droit et de science politique de l'Université d'Aix-Marseille-III (1977-199.) et à l'Institut d'études politiques d'Aix-en-Provence (1967-199.). - Directeur de l'Institut de droit et d'études canoniques d'Aix-en-Provence (1986-199.). - Conseiller municipal de Marseille (en 2003). - Agrégé d'histoire et docteur ès lettres et sciences humaines. - Père de Blandine Chélini-Pont (Source DataBNF)
704824,Kopsidi Eugenia ,1986.0,,
260899,Semczuk Antoni ,1930.0,,
705115,Craipeau Maria,,,Pseudonyme de Maria Blunden (Source DataBNF)
246703,Djament Géraldine,,,"Docteur en géographie (Paris 7, 2005). - Maître de conférences à l'Université de Strasbourg (en 2011) (Source DataBNF)"
284765,Follon Jacques,,,Professeur de philosophie à l'Université catholique de Louvain (Source DataBNF)
00047191,Marcoux Richard,,,
00047201,Sauvé Robert,,,
00047221,Létourneau Esther,,,
00047231,Armstrong Robert,,,
00047241,Roche Doug,,,
63220,Leblanc Gérard ,1942.0,,"Critique et historien du cinéma. - En poste : École nationale supérieure Louis-Lumière, Noisy-le-Grand, Seine-Saint-Denis (en 2001). - Réalisateur (Source DataBNF)"
296296,Le Boulay Jean-Claude,,,
57950,Przyluski Jean ,1885.0,1944.0,"Diplômé de l'École coloniale (1907), de l'École pratique des hautes études (section des sciences religieuses), et de l'École des langues orientales (1911). - Docteur ès-lettres (1923). - Professeur d'histoire et de philologie indochinoises au Collège de France (Source DataBNF)"
839663,Marec Pierre ,1759.0,1828.0,Homme politique. - Révolutionnaire. - Chef du contrôle au port de Brest ; substitut du procureur de la Commune. - Député du Finistère à la Convention. - Membre du Comité de Salut public (en 1795). - Membre du Conseil des Cinq-cents. - Attaché au Ministère de la Marine (Source DataBNF)
370663,Jacobs Ken ,1933.0,,Cinéaste (Source DataBNF)
370671,Louveau-Miles Catherine,,,
276577,Masuy-Stroobant Godelieve ,1948.0,,Docteur en démographie de l'Université catholique de Louvain (Source DataBNF)
225904,Findlay Allan ,1954.0,,"Géographe. - Professeur de géographie, University of Dundee, GB (en 1995) (Source DataBNF)"
177266,Lelièvre Éva ,1959.0,,"Docteur en statistiques (Paris, Ecole des hautes études en sciences sociales, 1988). - Démographe. - Chargée de recherches à l'Institut d'études démographiques, Paris (en 1992) (Source DataBNF)"
226236,Paddison Ronan,,,Géographe. - Enseignant de géographie à l'Université de Glasgow (en 1983) (Source DataBNF)
226237,Boyle Mark,,,
212928,Poussard Anne ,1967.0,,Docteur en géographie. - Chercheur à l'Université de Portsmouth (en 1997) (Source DataBNF)
225497,Fave-Bonnet Marie-Françoise,,,Maître de conférences de sciences de l'éducation à l'Université Paris 10 (en 1993) (Source DataBNF)
250324,Hussy Charles,,,Enseignant à l'Université de Genève (en 1988) (Source DataBNF)
705396,Baier Klaus,,,
158483,Calanca Paola ,1963.0,,"Diplômée de chinois (Institut national des langues et civilisations orientales, 1989) et docteur en histoire (École des hautes études en sciences sociales, 1999). - Maître de conférences à l'École française d'Extrême-Orient (en 2011) (Source DataBNF)"
276773,Turrel Denise ,1951.0,,"Maître de conférences au Département d'histoire de l'Université de Tours (en 2003). - Professeur des universités, en poste à l'Université de Poitiers (en 2013) (Source DataBNF)"
68736,Caquot André ,1923.0,2004.0,"Orientaliste. - Membre de la Mission archéologique française en Éthiopie (1949-1955). - Professeur d'hébreu et d'araméen au Collège de France (1972-1994). - Membre de l'Académie des inscriptions et belles lettres (élu en 1977). - Ancien élève de l'École normale supérieure. - Chevalier de la Légion d'honneur
Écrivit aussi en anglais
Prénoms complets : André, Marcel (Source DataBNF)"
225725,Bertrand Michel ,1955.0,,"Historien de la Méso-Amérique. - Diplômé de l'École des Hautes études en sciences sociales, spécialité ""histoire et civilisation"". - Professeur à l'Université de Toulouse-le-Mirail (en 2001) (Source DataBNF)"
140041,May Roland,,,
180828,Delatte F.,,,
161648,Pietercil Raymond,,,
162209,Ducommun Fritz-E.,,,
27076,Rouban Luc ,1958.0,,
247147,Sot Michel,,,Professeur d'histoire médiévale à l'Université Paris IV-Sorbonne (en 2005) (Source DataBNF)
28628,Ohse Marc-Dietrich ,1966.0,,
00047551,Lachance Gabrielle,,,
231800,Perera San Martín Nicasio ,1937.0,,"Spécialiste de la littérature latino-américaine. - Président de la MEET, Maison des écrivains étrangers et des traducteurs de Saint-Nazaire, Loire-Atlantique (Source DataBNF)"
230330,Bertaux Jean-Jacques,,,"Conservateur en chef honoraire du Musée de Normandie, Caen (en 2006) (Source DataBNF)"
370752,Trenard Louis ,1914.0,1994.0,
7953,Ferton Charles ,1856.0,1921.0,Militaire et entomologiste (Source DataBNF)
799714,kennett Lee,,,
211593,Trimbur Dominique,,,Chercheur au Centre français de Jérusalem (en 2000) (Source DataBNF)
216020,Toubert Hélène ,1932.0,,Directeur de recherches au CNRS (en 1990) (Source DataBNF)
