num,nom,annee_naissance,annee_decès,bio
00026511,Muena Muanza Ntumba,,,
250830,de Senarclens Jean,,,Historien (Source DataBNF)
235241,Pottier Edmond ,1855.0,1934.0,Archéologue. - Conservateur au Musée du Louvre (1891) (Source DataBNF)
174876,Levasseur Émile ,1828.0,1911.0,"Économiste, géographe et historien. - Président-fondateur de de la Société de Géographie commerciale. - Administrateur du Collège de France. - Chargé d'un cours d'histoire des faits et doctrines économiques au Collège de France (1868), organise l'enseignement de la géographie en France. - Membre de l'Académie des sciences morales et politiques, section d'économie politique, statistique et finances (élu en 1868) (Source DataBNF)"
12271,Cagnat René Louis Victor ,1852.0,1937.0,"Archéologue et philologue. - Membre de l'Institut, Académie des inscriptions et belles-lettres (élu en 1895). - Professeur titulaire de la chaire d'épigraphie et d'antiquités romaines au Collège de France (élu en 1887). - Fit une campagne archéologique en Tunisie et dirigea la rédaction de l'Atlas archéologique de Tunisie. - Prénoms complets : René, Louis, Victor
A écrit aussi en latin (Source DataBNF)"
245240,Durrieu Paul ,1855.0,1925.0,"Comte. - Médiéviste, historien, philologue et bibliophile. - Conservateur adjoint du département des peintures, Musée du Louvre, Paris. - Membre de l'Académie des Inscriptions et belles lettres (élu en 1907). - Prénoms complets : Jean, Marie, Paul,Simon (Source DataBNF)"
236184,Mazauric Claude ,1932.0,,Agrégé d'histoire (1957) et docteur ès-lettres (1980). - Professeur émérite de l'Université de Rouen (Source DataBNF)
255403,Brunschwig Henri ,1904.0,1989.0,"Historien africaniste. - Directeur d'études à l'École pratique des hautes études, VIe section, histoire de l'Afrique noire (1962-1975) (Source DataBNF)"
165763,Azria Régine ,1948.0,2016.0,"Docteur en sociologie, chercheur au CNRS dans le cadre du Centre d'études interdisciplinaires des faits religieux, École des hautes études en sciences sociales. - Enseigne la sociologie du judaïsme à l'Institut catholique de Paris et à l'université de Lausanne (en 1996) (Source DataBNF)"
51707,Chaubet François,,,Agrégé d'histoire. - Maître de conférences à l'Université de Tours (en 2006) (Source DataBNF)
00026581,Martin Camille,,,
00026591,Grenier Fernand,,,
146055,Poulin Joseph-Claude ,1943.0,,Professeur d'histoire à l'Université de Montréal. - Spécialisé dans le domaine de l'hagiographie (Source DataBNF)
848738,Creuzé-Dufresne Michel-Pascal ,1736.0,1804.0,
00026643,IHRF - Institut d'histoire de la Révolution française,,,
251182,Levillain Philippe ,1940.0,,"Écrit aussi sous le pseudonyme Antoine Darbault
Historien, spécialiste de l'histoire religieuse des XIXe et XXe siècles et de l'histoire politique du XIXe siècle. - Professeur d'histoire contemporaine à l'Université de Lille III (en 1982), puis à l'Université de Paris X (en 1990). - Ancien élève de l'École normale supérieure, agrégé d'histoire, docteur ès lettres. - Membre de l'Institut, Académie des sciences morales et politiques (élu en 2011) (Source DataBNF)"
38375,Birnstiel Eckart ,1947.0,,Historien (Source DataBNF)
00026681,Pilisi Paul,,,
41093,Brassac Christian ,1952.0,,En poste à l'Université de Nancy 2 (en 1998) (Source DataBNF)
268401,Panzac Daniel ,1933.0,2012.0,"Docteur ès lettres. - Historien, spécialiste de l'Empire ottoman. - Directeur de recherche émérite au CNRS (Source DataBNF)"
253864,Catala Michel,,,
00026761,Albera François,,,
1725,Pellegrino Adéla,,,"Docteur en histoire, spécialiste de l'histoire des peuples. - Professeur au Departamento de historia americana, Facultad de humanidades y ciencias, Centro de informaciones y estudios del Uruguay (en 1989) (Source DataBNF)"
403230,Bourrissoux Mathias ,1982.0,,
211987,Dumont René ,1904.0,2001.0,"Agronome et universitaire. - Prénoms complets : René, Fernand (Source DataBNF)"
163458,Chapelle J.-P.,,,
00026811,Cardinal Jean-Paul,,,
81489,Damette Félix ,1936.0,,"Agrégé de géographie. - Professeur de géographie à l'Université de Paris I-Sorbonne. - Représentant à l'Assemblée des communautés européennes (1979-1984). - Animateur de ADS-CAP, Alternative, démocratie, socialisme-Convention pour une Alternative Progressive (en 1995) (Source DataBNF)"
25769,Fabre-Luce Alfred ,1899.0,1983.0,
49572,Hau Michel ,1943.0,,"Ancien élève de l'Ecole Normale Supérieure de Saint-Cloud, diplômé de l'Institut d'Etudes politiques, docteur ès lettres (Paris 10, 1985). - Directeur de l'Institut d'histoire économique et sociale de l'Université de Strasbourg II (en 1994) (Source DataBNF)"
67175,Dormois Jean-Pierre,,,Agrégé d'histoire. - Maître de conférences à l'université de Montpellier III (en 1994) (Source DataBNF)
00026861,Duchesne Raymond,,,
00026871,LABELLE Micheline,,,
00026872,LAROSE Serge,,,
00026873,PICHÉ Victor,,,
00026881,Soulier Catherine,,,
47523,Peyrefitte Alain ,1925.0,1999.0,"Diplomate, homme politique, essayiste. - Ministre (1962-1981). - Membre de l'Institut, Académie française (élu en 1977), et de l'Académie des Sciences Morales et Politiques, section d'histoire et de géographie (élu en 1987). - Maire de Provins (à partir de 1965). - Député de Seine-et-Marne (1958-1995). - Sénateur (1995-1999) (Source DataBNF)"
59215,Bayard Jacqueline,,,
254356,Bidaud Anne-Marie,,,Maître de conférences en civilisation nord-américaine à Paris X (en 1995) (Source DataBNF)
179591,Varine Hugues de ,1935.0,,"Conseiller pour le développement communautaire, président d'honneur de la MNES (Muséologie nouvelle et expérimentation sociale) (en 1991) (Source DataBNF)"
149057,Hindzé Boris,,,
72010,Duhousset E. ,1823.0,,"Ingénieur géographe militaire (armée de terre). - Artiste et savant
Prénoms complets : Louis Émile (Source DataBNF)"
00026961,Calkins Peter,,,
71856,Lartet Louis ,1840.0,1899.0,Géologue et préhistorien (Source DataBNF)
11250,Gohau Gabriel ,1934.0,,Docteur ès lettres. - Agrégé en sciences de la Terre. - Professeur de sciences naturelles au Lycée Janson de Sailly (en 1987). - Président du Comité français d'histoire de la géologie (en 1997) (Source DataBNF)
282278,Dufays Jean-Louis ,1959.0,,"Professeur de français dans l'enseignement secondaire. - Chercheur et formateur en didactique du français à l'Université catholique de Louvain, Louvain-La-Neuve, Belgique (en 1996) (Source DataBNF)"
282346,Dezutter Olivier,,,"Diplômé en philosophie et philologie romane de l'Université catholique de Louvain. - Spécialiste de didactique de français. - Professeur au Département de pédagogie à la Faculté d'éducation de l'Université de Sherbrooke, Québec (en 2008) (Source DataBNF)"
216786,Giraud Vincent ,1977.0,,"Agrégé et docteur en philosophie (Bordeaux 3, 2010). - Post-doctorant à l'Université de Kyoto, département Philosophie des religions (en 2012) (Source DataBNF)"
282546,Ronveaux Christophe,,,"Enseignant-chercheur en sciences de l'éducation à l'Université de Genève, Suisse (en 2007) (Source DataBNF)"
76403,Bugler Georges ,1903.0,1986.0,Professeur de lycée. - Historien (Source DataBNF)
659443,Lavallard Jean-Louis,,,
834893,Roux Jean-André ,1866.0,1954.0,
854455,Dumonteille,,,
394562,Deshoulières François ,1861.0,1948.0,Directeur adjoint de la Société française d'archéologie (en 1912). - Membre du Comité des travaux historiques de la Société française d'archéologie. - Membre de la société nationale des Antiquaires de France. - Chevalier de la Légion d'honneur (1939) (Source DataBNF)
275874,Parrot André ,1901.0,1980.0,"Historien, pasteur de l'Église luthérienne. - Directeur du Musée du Louvre (1968-1972 ; conservateur dès 1936), professeur à l'École du Louvre (1937-19..), chef des missions archéologiques de Mari et de Tello (1931-1974). - Membre de l'Académie des inscriptions et belles lettres (élu en 1963) (Source DataBNF)"
654001,Guyot Yves ,1843.0,1928.0,"Prénoms complets : Yves-Prosper
Écrivain, journaliste, économiste, homme politique (Source DataBNF)"
260909,Marchadier Bernard,,,
29245,Guyard Jacques,,,
269323,Gresset Michel ,1938.0,2005.0,Docteur ès lettres. - Professeur de littérature américaine à l'Institut d'anglais Charles V de l'université Paris-VII. - Traducteur (Source DataBNF)
364194,Monnier François ,1950.0,,Historien. - Directeur d'études à l'École pratique des hautes études (en 2007) (Source DataBNF)
295920,Etkind Efim ,1918.0,1999.0,Professeur de littérature russe à l'Université Paris X-Nanterre. - Philologue (Source DataBNF)
247459,Meesemaecker Laure ,1974.0,,Agrégée de lettres modernes (Source DataBNF)
221895,Della Cananea Giacinto ,1965.0,,Professeur de droit administratif à l'Université d'Urbino en Italie (en 2005) (Source DataBNF)
29767,Muchembled Robert ,1944.0,,Historien. - Professeur à l'Université de Paris-Nord (en 1988) (Source DataBNF)
11659,Guillermaz Jacques ,1911.0,1998.0,Sinologue (Source DataBNF)
47062,Le Borgne Claude,,,
140928,Delisle Ferdinand,,,
48254,Rovan Joseph ,1918.0,2004.0,Journaliste. - Professeur de civilisation allemande à l'Université de Paris III (Source DataBNF)
609481,Fleury Victor,,,Diplômé de l'École supérieure de commerce du Havre. - En poste au Ministère du commerce du Gouvernement tunisien. - Directeur de l'École supérieure de commerce d'Alger (Source DataBNF)
265404,Degrange M,,,
00027271,Haeck Philippe,,,
400586,Donze Jacques,,,
296549,Dumoulié Camille ,1955.0,,"Docteur en littérature comparée (Paris 4, 1987). - Professeur de littérature comparée à l'Université de Paris 10-Nanterre (en 2002) (Source DataBNF)"
77902,Pellerin J.,,,
255267,Sevin Olivier ,1954.0,,"Géographe. - Professeur de géographie de l'Asie et du Pacifique à l'Université de Paris IV et co-directeur de l'équipe Pacifica de l'UMR Prodig, Pôle de recherche pour l'organisation et la diffusion de l'information géographique (en 2003) (Source DataBNF)"
31838,Khôi Lê,,,
267515,Hermitte Jean-Emile ,1911.0,1995.0,Ancien doyen de la Faculté de Nice (Source DataBNF)
370996,Delon Michel ,1947.0,,"Agrégé de lettres modernes, docteur ès lettres (Paris 4, 1985). - Professeur de littérature française du XVIIIe siècle à l'Université de Nanterre (en 1990) puis à l'Université Paris 4 (en 2004) (Source DataBNF)"
4781,Dalmasso Etienne ,1932.0,1992.0,"Agrégé de géographie, docteur ès lettres. - Professeur à Paris VII, délégué général de la Cité internationale universitaire (en 1990) (Source DataBNF)"
245359,Sourp Robert,,,Géographe agrégé. - Professeur d'école normale puis maître de conférences à l'Institut universitaire de formation des maîtres de Toulouse (Source DataBNF)
225340,Comiti Vincent-Pierre ,1949.0,,"Docteur en médecine et en histoire. - Responsable du Département d'histoire de la médecine, Laboratoire d'anthropologie physique, Collège de France (de 1980 à 1996) (Source DataBNF)"
267652,Marchand Jean-Pierre ,1942.0,,Professeur de géographie à l'Université de Rennes II. - Spécialiste de l'Irlande (Source DataBNF)
155148,Gross Jean-Pierre ,1937.0,,"Fils du peintre et graveur anglais Anthony Gross. - Né à Paris. - Historien
Écrit aussi en français (Source DataBNF)"
258444,Dedieu Jean-Pierre ,1948.0,,"Agrégé d'histoire. - Docteur ès-lettres et sciences humaines (Toulouse 2, 1987). - Chercheur au CNRS, en poste à la Maison des pays ibériques, Bordeaux (en 1991) (Source DataBNF)"
390877,Drain Michel ,1932.0,,Géographe. - Directeur de recherche agrégé au CNRS (en 1988)(en 2007) (Source DataBNF)
735359,Criton Pascale ,1954.0,,
294206,Jacob Christian ,1955.0,,"Traduit du grec en français
Enseignant-chercheur, spécialiste de la culture hellénistique antique. - Membre titulaire et directeur de Recherches - CNRS (UMR 8210) et EHESS, École des Hautes Études en Sciences Sociales, Centre Louis Gernet, Paris (en 2010) (Source DataBNF)"
177311,Curien Annie,,,"Spécialiste de la société et de la littérature chinoise contemporaines. - Traductrice. - Docteur en études extrême-orientales (Paris 3, 1982). - En poste, CNRS / EHESS, Paris - Centre national de la recherche scientifique / École des hautes études en sciences sociales - CECMC, Centre d'études sur la Chine moderne et contemporaine (en 2012) (Source DataBNF)"
00027611,La rédaction de Politique Étrangère,,,
167203,Leduc Guyonne ,1958.0,,"Ancienne élève de l'École normale supérieure (Sèvres), agrégée de l'Université en anglais. - Maître de conférences à l'Université Charles de Gaulle, Lille III (en 1990) (Source DataBNF)"
00027651,Warwick Jack,,,
179492,Mairesse François ,1968.0,,"Directeur du Musée royal de Mariemont (Morlanwelz, Belgique), enseignant en gestion du patrimoine naturel et culturel (musées, sites, monuments) à l'Université libre de Bruxelles, chargé du cours de muséologie à l'Université Jean Moulin-Lyon 3 dans le cadre du DESS ""Muséologie et nouveaux médias"" (en 2004). - Professeur de muséologie à l'Université Paris 3-Sorbonne nouvelle (en 2016) (Source DataBNF)"
215218,Haubert Maxime ,1937.0,,"Docteur ès-lettres et sciences humaines (Paris 1, 1987) (Source DataBNF)"
35599,Descreux Claire,,,
179729,Dessouane Patrick,,,
601123,Marsanne de Fontjuliane Jean-Louis-Charles-François comte de ,1741.0,1815.0,"Député à l'Assemblée Nationale Constituante, France, Dauphiné. - Famille politique : Noblesse (Source DataBNF)"
392941,Servantie Alain,,,Conseiller à la direction générale Élagissement de la Commission européenne (en 2003) (Source DataBNF)
249254,de Budé Guy ,1884.0,1958.0,"A traduit de l'allemand, de l'anglais et du grec ancien en français
Docteur en philosophie de l'Université de Bâle. - Helléniste (Source DataBNF)"
178924,Beck L.,,,
33986,BRENDER Anton ,1947.0,,"Economiste. - Enseignant à l'Université Paris-Dauphine, directeur adjoint du Centre d'études prospectives et d'informations internationales (en 1988) (Source DataBNF)"
216530,Thiveaud Jean-Marie,,,
9143,Medam Alain ,1936.0,,"Docteur en sociologie (Paris 5, 1974). - Sociologue, directeur de recherche au CNRS (en 1988). - A enseigné à l'Université de Montréal (Source DataBNF)"
33626,Delbourg Denis,,,
211442,Guiart Jean ,1925.0,2019.0,"Anthropologue et ethnologue spécialisé dans l'étude des populations Néo-Calédoniennes, Néo-Hébridaises et mélanésiennes. - A été professeur à la Sorbonne. - Docteur en ethnologie (Institut d'ethnologie, Paris, 1963). - Fils du docteur Jules Guiart (1870-1965) (Source DataBNF)"
228332,Dos Santos Theotonio ,1936.0,2018.0,"Économiste. - Professeur émériyte, Universidade federal Fluminense, Rio de Janeiro, Brésil. - Président, Asociación Latinoamericana de Sociología (1985-1988) (Source DataBNF)"
350263,Lemosse Michel ,1940.0,,
260002,Rio Cédric,,,
395921,Mongez Antoine ,1747.0,1835.0,"Génovéfain (1763). - Membre de l'Institut, Académie des Inscriptions et Belles-Lettres (élu en 1795). - Administrateur des Monnaies (1803) (Source DataBNF)"
00027891,Zylberberg Jacques,,,
350761,Kolendo Jerzy ,1933.0,2014.0,"A écrit aussi en français et en italien
Historien et archéologue, spécialiste de Rome antique. - Professeur à l'Institut d'archéologie de l'Université de Varsovie (en 1992) (Source DataBNF)"
278813,Boutin Véronique,,,
294471,Chiha Michel ,1891.0,1954.0,
75310,Léon Alain ,,,Maître de conférence en sciences économiques à l'Université de Rennes 1 et directeur du Programme d'études et de recherches en logistique de l'IUT de Saint Malo (en 2005) (Source DataBNF)
00027951,Tcheuyap Alexie,,,
250675,Maraini Toni,,,
833342,Carnegie Andrew ,1835.0,1919.0,
823745,Lavabre Simone,,,
68609,Gut Philippe,,,"Musicologue. - Maître de conférences honoraire d'histoire contemporaine à l'Université de Paris I-Panthéon-Sorbonne, spécialiste de l'histoire de la France aux XIXe et XXe siècles et de l'histoire de l'Italie aux XVIIIe et XIXe siècles (Source DataBNF)"
31379,Henri Daniel,,,
256394,Drouot Henri ,1886.0,1955.0,"Professeur d'histoire à l'université de Dijon, Côte-dOr (Source DataBNF)"
174194,Fugier André ,1896.0,1976.0,Historien. - Docteur ès-lettres. - Ancien élève de l'École normale supérieure (Source DataBNF)
00028091,Duquette Michel,,,
00028101,Larouche Marie-Claude,,,
63201,Besnier Jean-Michel ,1950.0,,Jean-Michel Besnier (born 1967/1968) is a French billionaire heir. He is a major shareholder of Lactalis. (Source DBpedia)
00028171,Citton Yves,,,
63153,Ward Gérard,,,
63154,Chandra Rajesh,,,
658382,Yang Qiumei,,,
00028201,Zhengming,,,
176135,Seurre Jacques,,,
178286,Bo Dan,,,
178287,Yan Shi,,,
228337,Vasseur Anne-Marie,,,
00028221,St-Germain Philippe,,,
221623,Chatillon Dominique,,,
257325,Delaunay Jean-Marc ,1950.0,,Historien. - Professeur à l'Université Paris III-Sorbonne nouvelle (en 2010). - Maître de conférences en histoire à l'Université Paris 1 (en 1994) (Source DataBNF)
243449,Woronoff Michel ,1934.0,,"Traduit du grec ancien en français
Professeur de langue, littérature et civilisation de la Grèce antique à la Faculté de lettres de l'université de Besançon (en 1989). - Président de l'Université de Besançon (en 1991) (Source DataBNF)"
257152,Blanchard Anne,,,
273016,De Ridder Alfred ,1865.0,1933.0,Historien (Source DataBNF)
223026,Paquette Jean-Marcel ,1941.0,,"Essayiste, critique littéraire et poète. - Professeur au Département de littérature de l'Université Laval, Québec, Canada (en 1989). - Titulaire d'une maîtrise ès arts de l'Université McGill, Montréal, Canada (1961) et d'un doctorat en littérature médiévale de l'Université de Poitiers (1968) (Source DataBNF)"
263649,Boquet Yves ,1956.0,,Agrégé de géographie. - Professeur d'Université à Dijon (en 2003) (Source DataBNF)
157287,Le Bon Gustave ,1841.0,1931.0,"Médecin, sociologue et ethnographe. - Auteur d'ouvrages de psychologie sociale (Source DataBNF)"
284666,Renaud Michel ,1949.0,,
272539,Morel Mary-Annick,,,"Linguiste, spécialiste du français. - Professeur à l'Université de la Sorbonne nouvelle, Paris III (en 2004). - Directeur du Centre de recherche sur le français contemporain (en 1993) (Source DataBNF)"
278504,Derville Alain,,,
161575,Nauroy Jacques ,1923.0,1988.0,
177446,Bange Christian,,,
234480,Satge Christian,,,
211919,Lyna Frederik,,,"Conservateur puis directeur du Cabinet des Manuscrits de la Bibliothèque royale de Belgique (1927-1953). - Co-fondateur en 1946 de la revue ""Scriptorium"" avec Camille Gaspar et François Masai. - Docteur ès lettres et philosophie (Université de Louvain, Belgique, 1910) (Source DataBNF)"
735279,Polack Jean-Claude ,1936.0,,"Psychiatre et psychanalyste. - Rédacteur en chef de la revue ""Chimères"" (en 1999) (Source DataBNF)"
736738,Bataller Alexandre,,,
63229,Derville Grégory ,1970.0,,
82660,Verhaeren Raphaël-Emmanuel ,1934.0,,"Diplômé de philosophie et de théologie ; Ordonné en 1958. - En 1968, il entame des études de sciences économiques à Grenoble ; Chercheur au CNRS en 1979. - Docteur ès-sciences économiques (économie internationale) (Grenoble 2, 1988). - Spécialiste des problèmes économiques liés à l'immigration (en 1990) (Source DataBNF)"
609408,Brès Jean-Antoine,,,
281681,Pélissier Léon-Gabriel ,1863.0,1912.0,"Historien. - Membre de l'École française de Rome. - Professeur, puis doyen de la Faculté des lettres de Montpellier (Source DataBNF)"
370757,Ricken Ulrich,,,
147172,Fressoz Pierre-François,,,
248386,Deboulonne Marie-Jocelyne,,,
248369,Popot Raymonde,,,
279944,Rafroidi Patrick ,1930.0,1989.0,
261715,Guilloux François,,,
279931,Deguy Michel ,1930.0,,"Poète, universitaire et théoricien de la poésie. - Professeur de littérature à l'Université Paris VIII (en 1982). - Agrégé de philosophie (Source DataBNF)"
63715,Gugenheim Suzanne,,,"Journaliste et critique littéraire. - A été professeur de français. - Docteur ès lettres (Paris, 1937) (Source DataBNF)"
268491,Tudesq André-Jean ,1927.0,2009.0,"Professeur d'histoire contemporaine et des sciences de l'information et de la communication à l'Université de Bordeaux III. - Cofondateur et directeur du Centre d'études des Medias (jusq'en 1996). - membre de l'Académie des sciences, belles-lettres et arts de Bordeaux (Source DataBNF)"
54721,Mushakoji Kinhide ,1929.0,,
00028611,IEDES,,,
198722,Kushner Eva ,1929.0,,"Professeur de français à l'Université de Toronto, Canada (en 1990). - Présidente de la Fédération internationale des langues et littératures modernes (1996-1999) (Source DataBNF)"
00028631,Kierans Eric W.,,,
385550,Rossel Frieda,,,
385549,Merceron Colette ,,2000.0,
799317,Denonain Jean-Jacques,,,
207539,Damme Olivier,,,
42604,Galloul Mahfoud,,,
156926,Patrin-Leclère Valérie,,,
283056,Masson Pierre ,1948.0,,"Universitaire, collaborateur des ""Cahiers de la BD"" (Source DataBNF)"
00028711,Giroux Dalie,,,
396099,Edelblutte Simon ,1966.0,,Maître de conférences en géographie à l'Université de Nancy II (en 2010). - Spécialiste de géograhie industrielle (Source DataBNF)
67467,Crognier Émile,,,Directeur de recherches au CNRS (en 1996) (Source DataBNF)
72924,Nakroumi M.,,,
273742,Poulain Michel ,1947.0,,"Licence en sciences physiques (Liège, 1969). - Doctorat en démographie (Université catholique de Louvain, 1980). - Chercheur qualifié au Fonds national de la recherche scientifique, Belgique (en 1988). - Professeur à l'Université catholique de Louvain (en 2003) (Source DataBNF)"
268039,Tapia Stéphane de,,,"Chargé de recherche au CNRS - Laboratoire Migrinter, Migrations, espaces et sociétés, à l'université de Poitiers (en 1995), puis à l'Université de Strasbourg (en 2007) (Source DataBNF)"
226248,Verbeke Véronique,,,
83254,Tutiaux-Guillon Nicole,,,Maître de conférences à l'Institut universitaire de formation des maîtres de Lyon (en 2003) (Source DataBNF)
391827,Edel Jean-Bernard,,,
227048,Ravenel Loïc ,1969.0,,"Docteur en géographie, spécialiste de la géographie culturelle et particulièrement du sport. - Membre de la Société Sherlock Holmes de France, ""Les quincailliers de la Franco-Midland"" (en 1994). - Attaché temporaire d'enseignement et de recherche (ATER) à l'Université d'Avignon (en 1998). - Maître de conférences à l'Université de Besançon (en 2005) (Source DataBNF)"
64515,Knafou Rémy ,1948.0,,"Agrégé de géographie. - Professeur d'université à Paris VII Denis-Diderot (en 1995), puis à Paris I Panthéon-Sorbonne (en 2007) (Source DataBNF)"
390230,Sultan Ismail Z.,,,
242124,Guichard Francois ,1946.0,2002.0,Géographe. - Directeur de recherche au CNRS (Source DataBNF)
74759,Henny Léonard,,,
00028881,Département des diagnostics de l'OFCE,,,
5250,Bourry Claude,,,
280929,Salinas Patricia,,,
247134,Tronquart Georges ,,2014.0,
228729,Wolpin Miles D.,,,
230249,Roques Irène,,,
34513,Lévy-Jacquemin Jacques,,,
228012,Friedmann Georges ,1902.0,1977.0,"Sociologue et philosophe. - Prénoms complets : Georges, Philippe (Source DataBNF)"
199433,Jodogne Pierre,,,Professeur à l'Université libre de Bruxelles (Source DataBNF)
283440,Deperchin-Gouillard A.,,,
157935,Guillot Roland,,,"Seizièmiste. - Docteur en littérature française (Paris 8, 1990). - Maître de conférences en littérature française à l'Université Cergy-Pontoise, spécialiste de la littérature de la seconde moitié du XVIe siècle (en 2005) (Source DataBNF)"
839677,Cambacérès Jean-Jacques Régis de ,1753.0,1824.0,
00029013,IHRF - Institut d'histoire de la Révolution française,,,
583324,Éprémesnil ,1745.0,1794.0,
401042,Pétion de Villeneuve Jérome ,1756.0,1794.0,"Avocat. - Député du Tiers aux États Généraux (1789). - Premier président de la Convention (1792), maire de Paris (1791, suspendu le 6 juillet 1792). - Mis en accusation avec les Girondins, il s'enfuit en Gironde et se suicide (Source DataBNF)"
593126,Mortermart Victurnien-Bonaventure-Victor de Rochechouart marquis de ,1753.0,1823.0,"Député à l'Assemblée Nationale Constituante , France, Rouen. - Famille politique : Noblesse (Source DataBNF)"
402008,Maury Jean Siffrein abbé ,1746.0,1817.0,"Écclésiastique et homme politique. - Prêtre (ordonné en 1769). - Cardinal (promu en 1794). - Archevêque titulaire de Nicée (1792-1794), puis évêque de Montefiascone et Corneto (1794-1814), et archevêque de Paris (1810-1814). - Député du clergé du bailliage de Péronne, aux États généraux (1789). - Membre de l'Institut, Académie française (élu en 1785 ; réélu en 1807)
Écrivit aussi en latin (Source DataBNF)"
401540,Robespierre Maximilien ,1758.0,1794.0,Avocat. - Homme politique. - Révolutionnaire (Source DataBNF)
593127,Buttafuocco Mathieu de ,1731.0,1806.0,"Comte. - Colonel au régiment royal-Corse (1765). - A l'origine du projet de Constitution pour la Corse, dont il demanda la rédaction détaillée à Jean-Jacques Rousseau (en 1764). - Député de la noblesse de la Corse aux États généraux (1789). - Émigré en Angleterre à la fin de la session de l'Assemblée Constituante (jusqu'en 1801) (Source DataBNF)"
415983,Châtelet Louis-Marie du ,1727.0,1793.0,Ambassadeur à Londres sous Louis XV. - Créé duc par Louis XVI. - Député de la noblesse aux États-Généraux. - Guillotiné (Source DataBNF)
401007,Mirabeau Honoré-Gabriel Riquetti comte de ,1749.0,1791.0,"Homme politique. - Représentant du Tiers-État aux États-Généraux. - Frère aîné de : Mirabeau, André Boniface Louis de Riqueti (1754-1792), vicomte de (Source DataBNF)"
162669,Buttoud Gérard ,1949.0,,"Directeur du laboratoire d'économie forestière et agricole de l'INRA, Nancy (en 1991) (Source DataBNF)"
260296,Duclert Vincent ,1961.0,,Agrégé d'histoire. - Professeur à l'EHESS (en 2006) (Source DataBNF)
173,Jacob Pierre,,,
252818,Leveau Philippe ,1940.0,,
162373,Tourny Ph.,,,
34147,Camy Olivier ,1960.0,,"Docteur en science politique (Paris 1, 1990). - Chargé de cours à l'IEP de Paris et maître de conférences en droit public à l'Université de Bourgogne (en 2007) (Source DataBNF)"
404535,Buisson Ferdinand ,1841.0,1932.0,"Enseignant, homme politique. - Agrégé de philosophie (1868). - Docteur ès lettres (1891). - Fondateur de l'Union du christianisme libéral (1869). - Professeur de pédagogie, Université de Paris 1 - Panthéon-Sorbonne (1896). - Inspecteur général, Ministère de l'Instruction publique (nommé en 1898). - Député de la Seine (1902-1914, 1919-1924). - Président de la Ligue des droits de l'homme (1913). - Prix Nobel de la paix (1927). - Frère de : Buisson, Benjamin-Paul (1846-1924) (Source DataBNF)"
213132,Marchand Yvette,,,Docteur en géologie. - Maître de conférences au département de géographie de l'Université de Rouen (en 2007) (Source DataBNF)
396140,Lavagne Henri ,1939.0,,"Ancien élève de l'Ecole normale supérieure. - Ancien membre de l'Ecole française de Rome. - Directeur d'études à l'Ecole pratique des hautes études, IVe section, Sciences historiques et philologiques (Source DataBNF)"
203332,Milanese Andrea,,,
273091,Vayssière Bertrand,,,
276495,Wall Richard,,,
275298,Perrenoud Alfred ,1933.0,,Historien. - Professeur à l'Université de Genève (en 1993) (Source DataBNF)
273583,Bourdelais Patrice ,1949.0,,"Historien des sciences. - Directeur d'études à l'EHESS, École des hautes études en sciences sociales (en 2003) (Source DataBNF)"
199383,Steinberg Maxime,,,Historien spécialiste de la Shoah (Source DataBNF)
236054,Dufournier Daniel,,,"Chercheur au Laboratoire de chimie du Centre de recherches archéologiques médiévales, Caen (en 1976) (Source DataBNF)"
236583,Flambard Héricher Anne-Marie ,1946.0,,"Professeur d'archéologie et d'histoire de l'art à l'Université de Rouen (en 2002). - Spécialiste de l'archéologie des châteaux. - Céramologue. - Directrice de la revue ""Archéologie médiévale"" (CNRS) et des Publications du CRAHM (Centre de recherches archéologiques médiévales, Caen) (en 2002) (Source DataBNF)"
264373,Steinberg Jean,,,Géographe. - Professeur à l'Institut d'urbanisme de l'Université Paris XII-Val-de-Marne (en 1991) (Source DataBNF)
36882,Adamska Anna,,,"Professeur d'histoire médiévale à l'Université d'Utrecht, Pays-Bas (en 2014) (Source DataBNF)"
261235,Libault André,,,
236173,Roth Juliana,,,
236436,Santagati Grazia,,,
393286,McKay John,,,
393287,Gicquiau Annick,,,
150024,Richeri Giuseppe,,,
5824,Gamberini Marie-Christine,,,Traductrice (Source DataBNF)
393561,Szelenyi Ivan ,1938.0,,"Écrit aussi en anglais
Sociologue. - Professeur de sociologie, Yale university, États-Unis (en 2004). - Membre de l'Académie des sciences de Hongrie (Source DataBNF)"
73716,Balandier Anne,,,
59948,Maillard Didier,,,
287763,Bassoni Marc ,1961.0,,"Docteur ès-sciences économiques (Aix-Marseille II, 1988) et chercheur au CEFI à l'Université d'Aix-Marseille II (en 1989) (Source DataBNF)"
282644,Richez-Battesti Nadine,,,"Économiste. - Maître de conférences à l'Université de Lille II (en 1992). - Maître de conférences en sciences économiques et de gestion à l'Université Aix-Marseille (en 2014). - Membre du comité de rédaction de la ""Revue internationale de l'économie sociale"" (en 2014) (Source DataBNF)"
80840,Capelle-Blancard Gunther,,,Chercheur à l'Université de Paris I (en 1999) (Source DataBNF)
24671,Chauveau Thierry ,1945.0,2017.0,Économiste. - Professeur à l'Université Paris I (en 1996) (Source DataBNF)
